northing,easting,upward,residual_gravity
-3189128.679961955,2095624.8965308517,2000.0,-3.1482939584862453
-3189128.679961955,2100616.250874826,2000.0,-3.2086552813539395
-3184131.1648096098,1910944.785803792,2000.0,18.00998185417902
-3184131.1648096098,1915936.1401477666,2000.0,13.506500906620898
-3184131.1648096098,1920927.4944917413,2000.0,8.962751812930506
-3184131.1648096098,1925918.8488357158,2000.0,6.806417265232802
-3184131.1648096098,1930910.2031796903,2000.0,4.922749192062114
-3184131.1648096098,1935901.557523665,2000.0,2.329357947469968
-3184131.1648096098,1940892.9118676395,2000.0,1.8852854950874014
-3184131.1648096098,1945884.2662116142,2000.0,1.8317956090598604
-3184131.1648096098,1950875.6205555887,2000.0,1.4822662438669136
-3184131.1648096098,1955866.9748995632,2000.0,1.510217524740885
-3184131.1648096098,1960858.329243538,2000.0,0.9113457762884151
-3184131.1648096098,1965849.6835875125,2000.0,0.913379106776122
-3184131.1648096098,1970841.037931487,2000.0,0.47204115925456486
-3184131.1648096098,1975832.3922754617,2000.0,-0.28464403966518165
-3184131.1648096098,1980823.7466194362,2000.0,-0.8824922429121878
-3184131.1648096098,1985815.100963411,2000.0,-3.8928722465364722
-3184131.1648096098,1990806.4553073854,2000.0,-3.369432005692848
-3184131.1648096098,1995797.80965136,2000.0,-2.3455338049363545
-3184131.1648096098,2000789.1639953346,2000.0,-1.8348140154706942
-3184131.1648096098,2005780.5183393091,2000.0,-0.406698227377886
-3184131.1648096098,2010771.8726832836,2000.0,-0.1238325450938386
-3184131.1648096098,2015763.2270272584,2000.0,-0.9786384302745121
-3184131.1648096098,2020754.5813712329,2000.0,-0.609050411654338
-3184131.1648096098,2025745.9357152074,2000.0,-1.5239525532149298
-3184131.1648096098,2030737.290059182,2000.0,-0.31968487926814715
-3184131.1648096098,2035728.6444031566,2000.0,-1.2764168496228532
-3184131.1648096098,2040719.9987471313,2000.0,-1.4947150729963792
-3184131.1648096098,2045711.3530911058,2000.0,-2.530010885361749
-3184131.1648096098,2050702.7074350803,2000.0,-3.317046209540414
-3184131.1648096098,2055694.061779055,2000.0,-3.9475165880090435
-3184131.1648096098,2060685.4161230295,2000.0,-1.8654101166122192
-3184131.1648096098,2065676.770467004,2000.0,-0.6816953064413489
-3184131.1648096098,2070668.1248109788,2000.0,-2.220199829387271
-3184131.1648096098,2075659.4791549533,2000.0,-2.0757925141379316
-3184131.1648096098,2080650.8334989278,2000.0,-3.683311735500284
-3184131.1648096098,2085642.1878429025,2000.0,-3.111083510779953
-3184131.1648096098,2090633.542186877,2000.0,-5.029645544510003
-3184131.1648096098,2095624.8965308517,2000.0,-0.6434221551468918
-3184131.1648096098,2100616.250874826,2000.0,0.17195994950043197
-3179133.649657264,1910944.785803792,2000.0,17.567347708366697
-3179133.649657264,1915936.1401477666,2000.0,14.118334507321936
-3179133.649657264,1920927.4944917413,2000.0,9.605507319501404
-3179133.649657264,1925918.8488357158,2000.0,6.591711005722933
-3179133.649657264,1930910.2031796903,2000.0,3.7313333781071836
-3179133.649657264,1935901.557523665,2000.0,1.1453043540058112
-3179133.649657264,1940892.9118676395,2000.0,0.887393895023369
-3179133.649657264,1945884.2662116142,2000.0,1.0463832434667544
-3179133.649657264,1950875.6205555887,2000.0,1.4046989825552234
-3179133.649657264,1955866.9748995632,2000.0,1.5398945901461436
-3179133.649657264,1960858.329243538,2000.0,1.282392882985
-3179133.649657264,1965849.6835875125,2000.0,1.2311570932255231
-3179133.649657264,1970841.037931487,2000.0,0.9786046254195387
-3179133.649657264,1975832.3922754617,2000.0,0.7416724948774207
-3179133.649657264,1980823.7466194362,2000.0,-0.6409189965803243
-3179133.649657264,1985815.100963411,2000.0,-1.4549398040144828
-3179133.649657264,1990806.4553073854,2000.0,-2.6540319177242466
-3179133.649657264,1995797.80965136,2000.0,-2.5500051992302875
-3179133.649657264,2000789.1639953346,2000.0,-1.868499988786923
-3179133.649657264,2005780.5183393091,2000.0,-0.7271150224670673
-3179133.649657264,2010771.8726832836,2000.0,-0.5627959972188431
-3179133.649657264,2015763.2270272584,2000.0,-0.05105307186879745
-3179133.649657264,2020754.5813712329,2000.0,0.7026946545064897
-3179133.649657264,2025745.9357152074,2000.0,0.12863608064152937
-3179133.649657264,2030737.290059182,2000.0,-1.2387447363383863
-3179133.649657264,2035728.6444031566,2000.0,-0.44481596989827793
-3179133.649657264,2040719.9987471313,2000.0,-1.0214183259503378
-3179133.649657264,2045711.3530911058,2000.0,-1.7591003842903739
-3179133.649657264,2050702.7074350803,2000.0,-1.6433646605328758
-3179133.649657264,2055694.061779055,2000.0,-2.301489749950784
-3179133.649657264,2060685.4161230295,2000.0,-2.4366015034865693
-3179133.649657264,2065676.770467004,2000.0,0.21225496327281815
-3179133.649657264,2070668.1248109788,2000.0,-1.778954131411935
-3179133.649657264,2075659.4791549533,2000.0,-2.910977504624555
-3179133.649657264,2080650.8334989278,2000.0,-4.369030371338944
-3179133.649657264,2085642.1878429025,2000.0,-2.6113772233494887
-3179133.649657264,2090633.542186877,2000.0,-2.8369081635262634
-3179133.649657264,2095624.8965308517,2000.0,-0.4281386739615714
-3179133.649657264,2100616.250874826,2000.0,5.41686984717209
-3174136.134504918,1910944.785803792,2000.0,15.679864434912517
-3174136.134504918,1915936.1401477666,2000.0,12.318091280714786
-3174136.134504918,1920927.4944917413,2000.0,9.128980219311522
-3174136.134504918,1925918.8488357158,2000.0,6.269607757772438
-3174136.134504918,1930910.2031796903,2000.0,3.792746664101383
-3174136.134504918,1935901.557523665,2000.0,1.8351049525720395
-3174136.134504918,1940892.9118676395,2000.0,0.9399701912687941
-3174136.134504918,1945884.2662116142,2000.0,0.7574171221898365
-3174136.134504918,1950875.6205555887,2000.0,0.6525892789260189
-3174136.134504918,1955866.9748995632,2000.0,1.13288060593641
-3174136.134504918,1960858.329243538,2000.0,1.2285053594066508
-3174136.134504918,1965849.6835875125,2000.0,1.3141902506837881
-3174136.134504918,1970841.037931487,2000.0,1.4925965849776066
-3174136.134504918,1975832.3922754617,2000.0,1.5916595676518697
-3174136.134504918,1980823.7466194362,2000.0,1.283908022489929
-3174136.134504918,1985815.100963411,2000.0,0.6193493112653777
-3174136.134504918,1990806.4553073854,2000.0,-0.5434601387355965
-3174136.134504918,1995797.80965136,2000.0,-1.9842668108414003
-3174136.134504918,2000789.1639953346,2000.0,-1.390873844147754
-3174136.134504918,2005780.5183393091,2000.0,-2.6898396009472263
-3174136.134504918,2010771.8726832836,2000.0,-2.0021609686885937
-3174136.134504918,2015763.2270272584,2000.0,-0.42453855695996306
-3174136.134504918,2020754.5813712329,2000.0,0.6297864349135751
-3174136.134504918,2025745.9357152074,2000.0,0.20589315229655114
-3174136.134504918,2030737.290059182,2000.0,-0.9718962869443275
-3174136.134504918,2035728.6444031566,2000.0,-1.1137282429211528
-3174136.134504918,2040719.9987471313,2000.0,-0.16637789662968064
-3174136.134504918,2045711.3530911058,2000.0,-0.48167868315967066
-3174136.134504918,2050702.7074350803,2000.0,-1.1715583184216984
-3174136.134504918,2055694.061779055,2000.0,-0.6947581553473566
-3174136.134504918,2060685.4161230295,2000.0,-1.0331507260769874
-3174136.134504918,2065676.770467004,2000.0,0.3322729259958737
-3174136.134504918,2070668.1248109788,2000.0,-0.5073678255876185
-3174136.134504918,2075659.4791549533,2000.0,-2.124535224776432
-3174136.134504918,2080650.8334989278,2000.0,-3.690086012946904
-3174136.134504918,2085642.1878429025,2000.0,-5.9559844960371295
-3174136.134504918,2090633.542186877,2000.0,-4.375580165469912
-3174136.134504918,2095624.8965308517,2000.0,-1.4650674104814563
-3174136.134504918,2100616.250874826,2000.0,5.165740626174269
-3169138.6193525726,1910944.785803792,2000.0,14.912557998048408
-3169138.6193525726,1915936.1401477666,2000.0,11.27387385620326
-3169138.6193525726,1920927.4944917413,2000.0,8.476693738226622
-3169138.6193525726,1925918.8488357158,2000.0,5.874133438056264
-3169138.6193525726,1930910.2031796903,2000.0,3.607337961892952
-3169138.6193525726,1935901.557523665,2000.0,1.311025503236115
-3169138.6193525726,1940892.9118676395,2000.0,1.024186503406728
-3169138.6193525726,1945884.2662116142,2000.0,1.134809163332325
-3169138.6193525726,1950875.6205555887,2000.0,0.7370544860712241
-3169138.6193525726,1955866.9748995632,2000.0,-0.09618389695533344
-3169138.6193525726,1960858.329243538,2000.0,0.717552178826924
-3169138.6193525726,1965849.6835875125,2000.0,0.6197124975725583
-3169138.6193525726,1970841.037931487,2000.0,1.199257780125174
-3169138.6193525726,1975832.3922754617,2000.0,1.9302462892919343
-3169138.6193525726,1980823.7466194362,2000.0,1.947664726688279
-3169138.6193525726,1985815.100963411,2000.0,1.329528287604233
-3169138.6193525726,1990806.4553073854,2000.0,0.04590158523554567
-3169138.6193525726,1995797.80965136,2000.0,-0.45745618997637927
-3169138.6193525726,2000789.1639953346,2000.0,-0.24545598843031563
-3169138.6193525726,2005780.5183393091,2000.0,-1.5573771694427947
-3169138.6193525726,2010771.8726832836,2000.0,-0.970100881035063
-3169138.6193525726,2015763.2270272584,2000.0,-0.08374520917533614
-3169138.6193525726,2020754.5813712329,2000.0,-0.6552669004850827
-3169138.6193525726,2025745.9357152074,2000.0,-1.2312278746680212
-3169138.6193525726,2030737.290059182,2000.0,-0.07670331703142025
-3169138.6193525726,2035728.6444031566,2000.0,0.8271843991801936
-3169138.6193525726,2040719.9987471313,2000.0,1.139017804185451
-3169138.6193525726,2045711.3530911058,2000.0,-0.24293288784690537
-3169138.6193525726,2050702.7074350803,2000.0,-0.29503350170812886
-3169138.6193525726,2055694.061779055,2000.0,-0.13410748569023503
-3169138.6193525726,2060685.4161230295,2000.0,-3.038719181709132
-3169138.6193525726,2065676.770467004,2000.0,-1.2939978373930765
-3169138.6193525726,2070668.1248109788,2000.0,-1.7215755160440327
-3169138.6193525726,2075659.4791549533,2000.0,-3.261908456960511
-3169138.6193525726,2080650.8334989278,2000.0,-4.4768665906804825
-3169138.6193525726,2085642.1878429025,2000.0,-6.791123964860689
-3169138.6193525726,2090633.542186877,2000.0,-3.2648742520376612
-3169138.6193525726,2095624.8965308517,2000.0,-2.009510690288808
-3169138.6193525726,2100616.250874826,2000.0,0.6013717296708866
-3164141.1042002267,1910944.785803792,2000.0,10.369686588149193
-3164141.1042002267,1915936.1401477666,2000.0,9.536548070491325
-3164141.1042002267,1920927.4944917413,2000.0,7.515559217475435
-3164141.1042002267,1925918.8488357158,2000.0,5.195590370804995
-3164141.1042002267,1930910.2031796903,2000.0,3.1013390414223085
-3164141.1042002267,1935901.557523665,2000.0,0.7625679669922237
-3164141.1042002267,1940892.9118676395,2000.0,0.6929083478319777
-3164141.1042002267,1945884.2662116142,2000.0,1.1130774686877558
-3164141.1042002267,1950875.6205555887,2000.0,1.004713482438794
-3164141.1042002267,1955866.9748995632,2000.0,0.4503086934771637
-3164141.1042002267,1960858.329243538,2000.0,-0.06195358290050937
-3164141.1042002267,1965849.6835875125,2000.0,0.5894998876156488
-3164141.1042002267,1970841.037931487,2000.0,1.2245826983585486
-3164141.1042002267,1975832.3922754617,2000.0,1.91580093407679
-3164141.1042002267,1980823.7466194362,2000.0,2.1121071529104944
-3164141.1042002267,1985815.100963411,2000.0,1.5189845793562344
-3164141.1042002267,1990806.4553073854,2000.0,-0.46963963960684274
-3164141.1042002267,1995797.80965136,2000.0,0.8004956509940634
-3164141.1042002267,2000789.1639953346,2000.0,0.7903188453613699
-3164141.1042002267,2005780.5183393091,2000.0,-1.1986092041423537
-3164141.1042002267,2010771.8726832836,2000.0,-0.24642092164451973
-3164141.1042002267,2015763.2270272584,2000.0,0.8989180343554285
-3164141.1042002267,2020754.5813712329,2000.0,0.5765315858095954
-3164141.1042002267,2025745.9357152074,2000.0,0.7541702604165562
-3164141.1042002267,2030737.290059182,2000.0,1.9011042725818021
-3164141.1042002267,2035728.6444031566,2000.0,2.1975944688678513
-3164141.1042002267,2040719.9987471313,2000.0,1.9898751911643864
-3164141.1042002267,2045711.3530911058,2000.0,1.0656222011095564
-3164141.1042002267,2050702.7074350803,2000.0,0.9021406134973372
-3164141.1042002267,2055694.061779055,2000.0,0.0859164682406761
-3164141.1042002267,2060685.4161230295,2000.0,-1.421151995436754
-3164141.1042002267,2065676.770467004,2000.0,-1.7432924475050409
-3164141.1042002267,2070668.1248109788,2000.0,-2.2795435684995775
-3164141.1042002267,2075659.4791549533,2000.0,-1.2499143276470972
-3164141.1042002267,2080650.8334989278,2000.0,-1.7024664437692947
-3164141.1042002267,2085642.1878429025,2000.0,-4.117626678480722
-3164141.1042002267,2090633.542186877,2000.0,-6.097476314255073
-3164141.1042002267,2095624.8965308517,2000.0,-6.39205496021367
-3164141.1042002267,2100616.250874826,2000.0,-6.285400043569731
-3159143.589047881,1910944.785803792,2000.0,11.339890995314457
-3159143.589047881,1915936.1401477666,2000.0,7.858690708366879
-3159143.589047881,1920927.4944917413,2000.0,5.883542779203039
-3159143.589047881,1925918.8488357158,2000.0,4.00323105105314
-3159143.589047881,1930910.2031796903,2000.0,2.156904617909709
-3159143.589047881,1935901.557523665,2000.0,0.7306554933111581
-3159143.589047881,1940892.9118676395,2000.0,0.35178788073486383
-3159143.589047881,1945884.2662116142,2000.0,0.5050854587020177
-3159143.589047881,1950875.6205555887,2000.0,1.0126577388122733
-3159143.589047881,1955866.9748995632,2000.0,0.5485490701708107
-3159143.589047881,1960858.329243538,2000.0,-0.9089087670499012
-3159143.589047881,1965849.6835875125,2000.0,0.8621336626065212
-3159143.589047881,1970841.037931487,2000.0,1.0327166455782575
-3159143.589047881,1975832.3922754617,2000.0,1.5301629231209466
-3159143.589047881,1980823.7466194362,2000.0,2.0502343877330267
-3159143.589047881,1985815.100963411,2000.0,1.8076952635804295
-3159143.589047881,1990806.4553073854,2000.0,0.8749617716663395
-3159143.589047881,1995797.80965136,2000.0,1.5048912971294757
-3159143.589047881,2000789.1639953346,2000.0,1.477007988453013
-3159143.589047881,2005780.5183393091,2000.0,-0.4572284801192975
-3159143.589047881,2010771.8726832836,2000.0,-0.10863349598702257
-3159143.589047881,2015763.2270272584,2000.0,0.8859311303441814
-3159143.589047881,2020754.5813712329,2000.0,0.39721359629901953
-3159143.589047881,2025745.9357152074,2000.0,1.1994576098787832
-3159143.589047881,2030737.290059182,2000.0,1.8714588799072953
-3159143.589047881,2035728.6444031566,2000.0,1.6243937979117016
-3159143.589047881,2040719.9987471313,2000.0,1.3389666993196767
-3159143.589047881,2045711.3530911058,2000.0,-0.8130387292090757
-3159143.589047881,2050702.7074350803,2000.0,0.6934264139810025
-3159143.589047881,2055694.061779055,2000.0,0.36093176712578634
-3159143.589047881,2060685.4161230295,2000.0,-0.2605239615939717
-3159143.589047881,2065676.770467004,2000.0,0.11706543642758377
-3159143.589047881,2070668.1248109788,2000.0,-0.7463233465681345
-3159143.589047881,2075659.4791549533,2000.0,-0.2773325680737666
-3159143.589047881,2080650.8334989278,2000.0,-1.0590209438408402
-3159143.589047881,2085642.1878429025,2000.0,-3.656821007567949
-3159143.589047881,2090633.542186877,2000.0,-5.7680855687762165
-3159143.589047881,2095624.8965308517,2000.0,-7.54586102277905
-3159143.589047881,2100616.250874826,2000.0,-3.922996637462421
-3154146.0738955354,1910944.785803792,2000.0,8.935041426686945
-3154146.0738955354,1915936.1401477666,2000.0,5.046696424610612
-3154146.0738955354,1920927.4944917413,2000.0,3.586876822963466
-3154146.0738955354,1925918.8488357158,2000.0,2.2721472572334327
-3154146.0738955354,1930910.2031796903,2000.0,0.45048655603234683
