Lon,Lat,Easting,Northing,Height Sea Level,Height Ellipsoid,Total Gravity,Free Air Disturbance,Topo Free Disturbance
21.322,-31.434,2036341.8822983878,-3145993.127948204,1130.4,1130.5,979114.7738787156,25.15373591100797,-100.24033446972682
21.333,-31.675,2037392.429184481,-3172871.799526143,1229.4,1229.5,979122.0331329004,43.53570994560141,-93.56341393625661
21.347,-31.963,2038729.4888576914,-3205084.9435621263,1324.7,1324.8,979134.3615777242,61.94844513724093,-83.12784689181339
21.349,-31.802,2038920.4973824357,-3187064.401131004,1294.6,1294.7,979120.7217365898,52.07089559233282,-92.04737616970763
21.362,-31.073,2040162.0527932728,-3105861.00260484,1192.9,1193.0,979066.8502842494,25.43913900910411,-107.29327477313615
21.372,-31.137,2041117.0954169943,-3112964.5599293765,1196.7,1196.8,979072.0837926194,26.730321967508644,-105.50968827934938
21.384,-31.276,2042263.1465654597,-3128409.2984005916,1160.4,1160.5,979090.3414197118,22.66069739346858,-106.5624097264228
21.391,-31.479,2042931.6764020643,-3151006.650618915,1159.9,1160.0,979113.1465468043,29.007638891111128,-98.61310444894396
21.394,-31.736,2043218.1891891807,-3179686.2663907213,1265.0,1265.1,979119.6276738968,47.18400127731729,-93.49412605689892
21.397,-31.202,2043504.7019762972,-3120184.0667956993,1198.3,1198.4,979075.9281822668,25.867596220923588,-105.14596630718518
21.419,-31.798,2045605.7957484839,-3186617.0900985054,1264.6,1264.7,979123.7574523384,46.17613881884608,-94.25423418796413
21.424,-31.538,2046083.3170603444,-3157583.6260816995,1171.3,1171.4,979116.689254183,31.317350300843827,-98.98418870872689
21.428,-31.932,2046465.334109833,-3201612.6754697682,1302.6,1302.7,979134.3094448216,57.59422620164696,-86.62627985602941
21.444,-31.634,2047993.4023077867,-3168294.124038481,1225.6,1225.7,979116.3994924814,40.03914958343376,-96.64544010239115
21.455,-31.703,2049043.9491938802,-3175999.189694416,1234.3,1234.4,979120.6366354604,41.38937061955221,-96.2447365791237
21.465,-31.261,2049998.9918176017,-3126741.4957408193,1165.5,1165.6,979087.0753578724,22.17028799012769,-105.85985413911206
21.469,-31.774,2050381.0088670906,-3183933.634274776,1227.1,1227.2,979127.4403896454,40.23283230105881,-94.89068995402602
21.477,-31.866,2051145.042966067,-3194224.039346824,1256.4,1256.5,979132.233080284,46.6165291427169,-93.31598585604084
21.485,-31.978,2051909.0770650438,-3206765.498143363,1313.5,1313.6,979134.3952550364,57.30988859606441,-85.39799642658406
21.487,-31.331,2052100.0855897882,-3134526.867903661,1201.1,1201.2,979087.1378503556,27.601255323854275,-105.61231389675712
21.489,-31.466,2052291.0941145327,-3149558.04974204,1157.3,1157.4,979110.4243980154,26.529298851150088,-102.40873507591857
21.497,-31.393,2053055.1282135092,-3141427.3671730002,1195.3,1195.4,979096.2041204273,29.900146761676297,-101.93880678599905
21.506,-31.512,2053914.6665748588,-3154684.7812434435,1140.7,1140.8,979118.9796839736,26.26167439564597,-97.68741631056615
21.51,-31.989,2054296.6836243472,-3207998.0811034865,1317.6,1317.7,979135.3437951794,58.63015978387557,-86.86297734792922
21.513,-31.205,2054583.196411464,-3120517.39565622,1220.3,1220.4,979070.6784063852,27.164335595909503,-106.47510966594558
21.535,-31.022,2056684.29018365,-3100203.8118608035,1328.1,1328.2,979041.810454045,46.17714718705975,-101.6027247956174
21.54,-31.773,2057161.8114955106,-3183821.838874909,1205.0,1205.1,979129.529485818,35.58537352143321,-98.7219581441
21.542,-31.844,2057352.8200202554,-3191762.348158418,1226.5,1226.6,979131.9205811374,38.862544558011,-97.63345985133765
21.551,-31.882,2058212.3583816038,-3196014.732842309,1235.5,1235.6,979135.8021296504,42.44200772221666,-94.93288419006228
21.558,-31.718,2058880.888218209,-3177674.969357672,1188.7,1188.8,979126.2858044028,31.75982098339591,-100.44942881150203
21.56,-31.574,2059071.896742953,-3161598.757422063,1162.7,1162.8,979118.0163679488,27.09081201418303,-101.1631310993973
21.561,-31.989,2059167.4010053254,-3207998.0811034865,1317.5,1317.6,979133.2729632682,56.5284813567996,-89.5165883378587
21.566,-31.174,2059644.922317186,-3117073.5119575043,1255.3,1255.4,979064.2889950414,34.05305722518824,-104.23417461989672
21.569,-31.07,2059931.4351043021,-3105528.1419078344,1334.8,1334.9,979043.9482651128,46.5499244814273,-101.97097453916572
21.57,-31.639,2060026.9393666745,-3168852.26799905,1183.4,1183.5,979120.3143922052,30.532579410355535,-100.79044063681388
21.609,-31.948,2063751.605599187,-3203404.6661362955,1274.2,1274.3,979134.7124239784,47.9387635178864,-93.25822375146322
21.61,-31.395,2063847.1098615592,-3141650.0404796544,1249.6,1249.7,979082.9809005752,33.26687826414127,-103.88424089707632
21.621,-31.048,2064897.6567476525,-3103087.48738084,1304.8,1304.9,979049.332416462,44.43659525946714,-100.31586164059595
21.621,-31.84,2064897.6567476525,-3191314.831637575,1271.4,1271.5,979122.080599584,43.19706582836807,-97.19395409246823
21.632,-31.347,2065948.2036337461,-3136307.202062173,1284.1,1284.2,979071.1329808616,35.91611475334503,-106.96943407258416
21.634,-31.119,2066139.2121584904,-3110966.195667911,1288.6,1288.7,979057.0853462524,41.52046190295368,-101.85732049812518
21.637,-31.902,2066425.7249456067,-3198253.5414094087,1283.8,1283.9,979125.3290368912,45.24719541321974,-97.42768363320684
