Lon,Lat,Easting,Northing,Height Sea Level,Height Ellipsoid,Total Gravity,Free Air Disturbance,Topo Free Disturbance
21.641,-31.453,2066807.741995095,-3148109.6519592023,1220.8,1220.9,979094.4806004371,31.22010098397732,-104.1674246096452
21.646,-31.619,2067285.2633069558,-3166619.8739007683,1177.2,1177.3,979118.9846163238,28.90374117041938,-101.76794010390213
21.659,-31.981,2068526.8187177933,-3207101.6423364254,1320.6,1320.7,979128.1378069626,52.99902171606664,-93.81803758919693
21.66,-31.159,2068622.3229801655,-3115407.525340354,1270.0,1270.1,979062.4345929208,37.93339446198661,-102.16483040999677
21.661,-31.231,2068717.8272425374,-3123406.6931549124,1281.6,1281.7,979062.20568824,35.51930419693235,-107.41163024891654
21.663,-31.29,2068908.8357672817,-3129966.155867816,1334.2,1334.3,979055.697910652,40.50856034550816,-106.87837666136147
21.664,-31.582,2069004.3400296539,-3162491.2213783767,1214.7,1214.8,979108.9219583116,33.392870794050395,-101.27453601604375
21.676,-31.906,2070150.3911781192,-3198701.3620548733,1298.9,1299.0,979122.4675695176,46.71934513153974,-94.80295340818392
21.68,-31.805,2070532.4082276078,-3187399.8972360673,1231.3,1231.4,979125.9231807234,37.50313110195566,-99.7254789996934
21.681,-31.508,2070627.91248998,-3154238.877410533,1187.9,1188.0,979104.4729984548,26.63777857029345,-103.7272477677771
21.699,-31.04,2072346.9892126783,-3102200.117912093,1271.1,1271.2,979055.1031255472,40.45026900595985,-98.24117113102943
21.706,-31.731,2073015.519049283,-3179127.5332008754,1203.2,1203.3,979124.0143956188,32.91085412574466,-100.18848873863138
21.711,-31.844,2073493.0403611434,-3191762.348158418,1264.3,1264.4,979123.4852058332,42.08758675842546,-97.03572195036509
21.711,-31.192,2073493.0403611434,-3119073.047677461,1247.1,1247.2,979069.2089441316,35.00290964648593,-104.12570627063386
21.712,-31.104,2073588.5446235158,-3109301.184463139,1256.0,1256.1,979063.3801515102,38.95777538174298,-100.94993342205814
21.714,-31.614,2073779.5531482599,-3166061.851077758,1192.3,1192.4,979116.2124374683,31.19301712326705,-100.54850985180886
21.716,-31.654,2073970.5616730044,-3170526.8817302324,1192.6,1192.7,979120.438985128,32.28470019577071,-100.4876763689546
21.723,-31.343,2074639.0915096093,-3135862.0898607164,1255.3,1255.4,979073.6450010146,29.865084658260457,-108.44812381095085
21.727,-31.481,2075021.1085590979,-3151229.530326757,1188.7,1188.8,979101.2225486744,25.80720967741217,-105.54207067959155
21.765,-31.656,2078650.2705292383,-3170750.184178181,1199.1,1199.2,979117.4028346324,31.092272546258755,-102.21730497784074
21.772,-31.431,2079318.8003658429,-3145658.97955127,1200.3,1200.4,979090.6302635696,22.81483283545822,-109.75534169683479
21.778,-31.21,2079891.8259400758,-3121072.967482184,1248.3,1248.4,979069.0692953428,33.79240304545965,-105.1789523948161
21.782,-31.494,2080273.8429895644,-3152678.3657062766,1210.3,1210.4,979096.4049542084,26.606734822969884,-107.02520317411177
21.782,-31.388,2080273.8429895644,-3140870.704859466,1204.7,1204.8,979085.6727719394,22.670241490821358,-111.56801186824569
21.783,-31.855,2080369.3472519366,-3192993.1196272625,1288.5,1288.6,979120.7772485362,45.95374658622313,-97.19048681835602
21.783,-31.747,2080369.3472519366,-3180915.5866020606,1252.2,1252.3,979115.186582154,37.90519666322507,-101.20596365132042
21.793,-31.076,2081324.3898756574,-3106193.8739077253,1288.0,1288.1,979054.7053363392,42.39127755665686,-97.85928217655774
21.797,-31.008,2081706.4069251462,-3098651.392691603,1312.9,1313.0,979048.838241873,49.63312519562896,-94.5759209814116
21.809,-31.809,2082852.4580736116,-3187847.2424868504,1255.6,1255.7,979120.7358773354,39.48809755430557,-100.30156175339133
21.82,-31.692,2083903.0049597048,-3174770.4585064743,1227.7,1227.8,979115.4899417348,35.095247776131146,-101.43697051841113
21.822,-31.629,2084094.0134844491,-3167736.010373599,1219.6,1219.7,979107.3886164872,29.580794552108276,-106.17880069167356
21.826,-31.954,2084476.0305339377,-3204076.743861188,1315.1,1315.2,979122.5102118064,47.866118723060936,-95.96671406019325
21.834,-31.846,2085240.0646329145,-3191986.113765856,1276.1,1276.2,979120.5966407435,42.67703311494552,-98.14677243024491
21.852,-31.666,2086959.1413556128,-3171866.7692168225,1214.5,1214.6,979112.4472519496,30.08009665692225,-104.96310052649537
21.855,-31.514,2087245.6541427295,-3154907.740386626,1254.7,1254.8,979088.7092285464,30.99758192524314,-108.48156906650723
21.863,-31.37,2088009.6882417062,-3138866.9682731833,1262.0,1262.1,979071.2635462777,27.382731491001323,-111.36699999384655
21.869,-31.443,2088582.7138159391,-3146995.637936109,1224.9,1225.0,979084.1619911012,22.970449219923463,-112.58082006633
21.871,-31.049,2088773.7223406828,-3103198.4138601446,1287.7,1287.8,979053.932792946,43.682221982162446,-99.46756575658026
21.874,-31.208,2089060.2351277994,-3120850.7351926803,1283.7,1283.8,979059.0602854294,34.86365335283335,-107.24216207727437
21.882,-31.578,2089824.2692267764,-3162044.9797325665,1251.3,1251.4,979094.6599919546,30.74371491128113,-108.19451581691575
21.888,-31.782,2090397.2948010094,-3184828.0414092895,1242.3,1242.4,979118.8057143664,35.6399094137596,-98.92216239415208
21.892,-31.927,2090779.3118504977,-3201052.742968364,1309.0,1309.1,979121.877604014,47.54209723812528,-93.82242883164386
21.912,-31.309,2092689.3970979403,-3132079.407347491,1311.4,1311.5,979056.6240488376,32.87775455135852,-113.31835611884657
21.915,-31.178,2092975.9098850565,-3117517.8200537446,1277.3,1277.4,979059.248564724,35.47906391520519,-106.16481650054067
21.918,-31.85,2093262.4226721728,-3192433.659677196,1322.0,1322.1,979112.5266282704,48.44178176636342,-98.09714503487109
21.919,-31.705,2093357.9269345452,-3176222.6111704945,1267.9,1268.0,979106.1878431656,37.143827408668585,-103.9617301904884
21.926,-31.241,2094026.4567711498,-3124518.17516252,1291.6,1291.7,979058.2288749388,33.82614726864267,-109.08671463737647
21.945,-31.018,2095841.0377562202,-3099760.2400250724,1316.3,1316.4,979047.3893908252,48.43528459884692,-97.6055930668054
21.949,-31.379,2096223.054805709,-3139868.7881062436,1290.4,1290.5,979064.369906712,28.52698921703268,-115.16597812091555
21.964,-31.952,2097655.61874129,-3203852.7130285357,1331.3,1331.4,979121.0689225984,51.58423076348845,-94.77500567556655
21.965,-31.148,2097751.1230036626,-3114185.971072528,1283.5,1283.6,979057.8064861448,38.34958910057321,-103.82670982902005
21.965,-31.19,2097751.1230036626,-3118850.858081066,1346.4,1346.5,979046.502581464,43.08806849003304,-104.98316394334509
21.968,-31.558,2098037.635790779,-3159814.061456168,1244.3,1244.4,979090.1796291237,25.71582618285902,-111.52214745824367
21.979,-31.856,2099088.1826768722,-3193105.015292669,1307.3,1307.4,979115.1717486996,46.06646291865036,-99.08579183201715
21.98,-31.61,2099183.6869392446,-3165615.4546109173,1261.4,1261.5,979092.1428047292,28.76203323202208,-110.93967337720696
21.986,-31.464,2099756.712513477,-3149335.206098062,1276.2,1276.3,979073.1161224603,26.06058536551427,-114.95914116353188
21.992,-31.261,2100329.73808771,-3126741.4957408193,1304.9,1305.0,979055.70167012,33.79900808399543,-111.05680600722346
21.995,-31.8,2100616.250874826,-3186840.743171016,1270.6,1270.7,979114.8031467168,38.91083498264197,-101.5172125815314
20.009,-30.701,1910944.7858037918,-3064666.65419156,962.4,962.5,979106.9216626036,24.006596377817917,-82.68687268621025
20.039,-30.13,1913809.9136749555,-3001745.948016288,940.0,940.1,979068.0387579228,23.24648123641964,-81.35129375748019
20.084,-30.645,1918107.605481701,-3058479.290059168,969.3,969.4,979097.4454167885,21.09801510954276,-86.83551859761111
20.086,-30.177,1918298.6140064448,-3006911.074205953,900.0,900.1,979085.9465915406,25.125245199655183,-74.568515460987
20.101,-30.976,1919731.1779420269,-3095103.8702766644,1026.3,1026.4,979124.2961074272,39.22867491224315,-75.04928255596081
20.101,-30.119,1919731.1779420269,-3000537.447498032,920.0,920.1,979065.3996400536,15.299249675124884,-86.9641079639492
20.13,-30.831,1922500.8015508186,-3079044.1802596934,931.0,931.1,979124.8577989192,21.932191593688916,-80.39799616521027
20.145,-30.196,1923933.3654864004,-3008999.810084845,930.0,930.1,979073.1859260116,20.1289150667144,-83.58227215460339
20.147,-30.594,1924124.3740111443,-3052847.516732815,971.2,971.3,979090.0055689908,18.282720395713117,-89.91290065123972
20.164,-30.792,1925747.9464714709,-3074728.862239235,935.0,935.1,979115.3991007638,16.807125349296257,-85.69830730495597
20.212,-30.591,1930332.1510653326,-3052516.3292186456,947.7,947.8,979093.744275516,15.008476848481225,-90.5013611912354
20.227,-30.2,1931764.7150009142,-3009439.5958211278,920.0,920.1,979071.3229502682,14.86647358618211,-87.85518935257022
20.249,-30.069,1933865.8087731008,-2995045.97550446,918.0,918.1,979077.3150455876,30.5159366147127,-71.81570604281488
20.251,-30.649,1934056.8172978454,-3058921.12455626,995.6,995.7,979090.1312521128,21.581101936404597,-89.22798835883721
20.257,-30.706,1934629.842872078,-3065219.2736695386,950.8,950.9,979102.8029427516,15.912414411781356,-89.33905908146434
20.269,-30.525,1935775.8940205434,-3045232.8205782208,976.2,976.3,979080.3424193484,15.619516633916646,-93.29883989897044
20.293,-30.576,1938067.9963174742,-3050860.5469184667,948.9,949.0,979089.838435235,12.659794246777892,-91.94775870114452
20.294,-30.23,1938163.5005798468,-3012738.5644012005,930.0,930.1,979083.7375146678,28.009659620001912,-75.39966031421416
20.323,-30.974,1940933.124188638,-3094882.1900187917,976.9,977.0,979126.1230464408,25.97426830430049,-82.31259386477124
20.329,-30.919,1941506.1497628707,-3088787.8193926304,954.9,955.0,979122.24818942,19.69418063980993,-86.60730126005373
20.332,-30.876,1941792.6625499874,-3084025.5940625416,952.9,953.0,979118.254252966,18.506180536933243,-86.55424450506374
20.34,-30.278,1942556.6966489642,-3018019.0296665835,935.0,935.1,979089.9513323988,31.992458279128183,-72.09155839242338
20.343,-30.786,1942843.2094360804,-3074065.1241166326,949.1,949.2,979109.6078482856,15.842760721803645,-89.38058286725428
20.352,-30.494,1943702.7477974296,-3041813.503544411,955.2,955.3,979080.5718959452,11.819399209693074,-94.65312678926776
20.361,-30.938,1944562.2861587787,-3090892.7469971585,958.9,959.0,979122.2336660168,19.40038980939425,-87.24115452574357
20.369,-30.815,1945326.320257756,-3077273.5793489087,946.2,946.3,979110.314983748,13.350878485711291,-92.18234828112287
20.369,-30.554,1945326.320257756,-3048432.5340115004,970.5,970.6,979081.5945314076,12.820268842042424,-94.94414182873402
20.391,-30.051,1947427.4140299421,-2993069.731795825,880.0,880.1,979067.4902304164,10.376278165844267,-87.77408474959043
20.395,-30.755,1947809.4310794307,-3070636.476417857,940.1,940.2,979104.2505247444,10.170488024596125,-94.64408212669676
20.411,-30.82,1949337.4992773854,-3077826.8601303357,956.8,956.9,979106.9832312696,12.892084941035137,-93.69740941156604
20.419,-30.019,1950101.533376362,-2989557.3051508362,920.0,920.1,979057.952794816,15.685160691384226,-86.63372056131456
20.419,-30.461,1950101.533376362,-3038174.7942898343,942.0,942.1,979079.7240732572,9.504851776640862,-95.62342147986409
20.421,-30.897,1950292.5419011058,-3086351.0621737936,954.9,955.0,979115.2996685768,14.497302440926433,-91.68947850459338
20.424,-30.911,1950579.0546882225,-3087901.6604044638,954.5,954.6,979115.7996844632,13.759310562163591,-92.37901691747763
20.434,-30.53,1951534.0973119438,-3045784.426473755,925.3,925.4,979086.5128592156,5.690651532961056,-97.54937371863357
20.435,-30.952,1951629.6015743155,-3092444.0166514996,956.3,956.4,979118.0437563796,13.29285829665605,-92.89684319273434
20.441,-30.585,1952202.6271485484,-3051853.985249104,930.1,930.2,979090.1149152452,6.423804897814989,-96.36470731257408
20.448,-30.683,1952871.1569851537,-3062677.4634626806,943.9,944.0,979096.1009629047,8.905438404297456,-95.85017505876232
20.452,-30.069,1953253.174034642,-2995045.97550446,915.0,915.1,979061.4755741106,13.750855978694744,-87.52164653867398
20.454,-30.862,1953444.1825593861,-3082475.5679114675,952.2,952.3,979108.763137657,9.9129586070776,-95.52953278959085
20.461,-30.629,1954112.7123959907,-3056712.136593338,936.0,936.1,979093.4510189344,8.097017741529271,-96.0941244561917
20.461,-30.764,1954112.7123959907,-3071631.775363057,942.6,942.7,979102.9820507074,8.958768471609801,-96.01756229725946
20.462,-30.135,1954208.2166583634,-3002295.31139298,900.0,900.1,979080.4601936864,22.93435994128231,-77.51558916785136
20.463,-30.196,1954303.7209207353,-3008999.810084845,908.0,908.1,979079.1613843252,19.31659945123829,-81.86277276826112
20.466,-30.254,1954590.233707852,-3015378.471272524,940.0,940.1,979082.9479160984,28.41899458540138,-75.77575543155594
20.481,-30.447,1956022.7976434336,-3036631.475593922,930.0,930.1,979080.670963758,7.854377353214659,-95.56565397232035
20.492,-30.565,1957073.344529527,-3049646.470957321,934.8,934.9,979087.4535431908,6.794829478254542,-97.30530173661664
20.504,-30.372,1958219.3956779924,-3028367.5047984794,920.0,920.1,979095.3902338296,25.402832467923872,-77.01309263368053
20.515,-30.775,1959269.9425640858,-3072848.3794980417,942.4,942.5,979101.4996627668,6.541150011471473,-97.64552256300456
20.525,-30.473,1960224.9851878067,-3039497.81717557,920.0,920.1,979084.4017739728,6.447467642254196,-95.85081312037715
20.527,-30.31,1960415.9937125512,-3021540.7890289044,940.0,940.1,979078.0148141156,19.08081130729988,-84.29939847883986
20.539,-30.448,1961562.0448610166,-3036741.705218014,924.4,924.5,979087.992020641,13.368734351824967,-89.14444311505396
20.541,-30.414,1961753.0533857606,-3032994.5383838355,919.0,919.1,979091.6711795066,18.06419072696008,-83.5442495433892
20.549,-30.868,1962517.0874847379,-3083139.836838089,997.4,997.5,979096.718917805,11.336625817697495,-99.76965440827072
20.552,-30.243,1962803.600271854,-3014168.4331290605,920.0,920.1,979076.6930131244,16.85813473595772,-84.47157988543788
20.576,-30.181,1965095.7025687848,-3007350.774259616,913.0,913.1,979072.91117199,15.786804954172112,-85.18256289508783
20.577,-30.912,1965191.2068311574,-3088012.4261860843,1000.9,1001.0,979101.4937990824,13.689213699195534,-97.506314137731
20.593,-30.759,1966719.2750291112,-3071078.8199034883,955.1,955.2,979096.3939102883,6.624212680850178,-98.40443730921908
20.596,-30.122,1967005.7878162276,-3000867.0250636092,900.0,900.1,979073.8834420616,17.377085552434437,-81.91036160188294
20.597,-30.381,1967101.2920785998,-3029358.8428833834,920.0,920.1,979084.3971410702,13.700458346866071,-88.93225548934986
20.606,-30.208,1967960.8304399487,-3010319.221443912,900.0,900.1,979075.1228793686,11.867353998473844,-87.76053900839307
20.609,-30.51,1968247.3432270652,-3043578.174851115,977.1,977.2,979079.7778400788,16.51801704952959,-92.1585085517098
20.626,-30.828,1969870.9156873915,-3078712.1698927237,998.9,999.0,979090.4498559654,8.711552224587649,-101.6308254528381
20.628,-30.06,1970061.9242121354,-2994057.80828412,880.0,880.1,979064.4584512848,6.639745096326806,-91.52933324011656
20.634,-30.964,1970634.949786368,-3093773.8590774075,1023.0,1023.1,979100.2224596548,15.093489754013715,-99.01151113799799
20.669,-30.756,1973977.5989693927,-3070747.0605493286,957.2,957.3,979093.1181820666,4.234568940475583,-102.51984477514038
20.681,-30.548,1975123.650117858,-3047770.4451523684,976.5,976.6,979085.5943091592,19.14566755690612,-89.51393537143193
20.682,-30.371,1975219.1543802298,-3028257.3618122935,960.0,960.1,979083.1164997978,25.54913821152877,-81.1045309819971
20.687,-30.219,1975696.675692091,-3011528.8246101607,940.0,940.1,979070.5595474576,18.781314210616983,-85.29800829989918
20.709,-30.99,1977797.7694642772,-3096655.7634548442,1037.7,1037.8,979097.077063344,14.410424352507109,-100.9307807505073
20.715,-30.912,1978370.7950385099,-3088012.4261860843,1010.1,1010.2,979094.0396427768,9.073421315173618,-103.69697095592221
20.736,-30.845,1980376.3845483246,-3080593.7005464565,995.0,995.1,979090.8048417856,6.511592322727665,-104.4781507916422
20.743,-30.724,1981044.9143849295,-3067208.9433458103,962.2,962.3,979091.560357672,6.759109743521549,-100.14221336403331
20.744,-30.659,1981140.4186473014,-3060025.7915680096,939.5,939.6,979092.546477248,5.895710054319352,-98.52110403197202
20.748,-30.786,1981522.4356967902,-3074065.1241166326,975.5,975.6,979090.991120227,5.371090980013832,-103.50657518933771
20.748,-30.55,1981522.4356967902,-3047991.1368464944,979.7,979.8,979083.8675968238,18.248081662575714,-91.12788314211879
20.751,-30.201,1981808.9484839065,-3009549.545075193,925.0,925.1,979074.915771576,19.923433486255817,-83.15459744785979
20.76,-30.479,1982668.4868452558,-3040159.390366935,998.6,998.7,979074.7703033492,20.59247624326963,-90.85072436190586
20.767,-30.422,1983337.0166818604,-3033876.1060306965,983.3,983.4,979078.0646210804,23.665060592116788,-85.77983076592763
20.77,-30.375,1983623.5294689764,-3028697.94058425,960.0,960.1,979084.7640341308,26.88145701168105,-80.21942807100731
20.785,-30.365,1985056.093404559,-3027596.52778643,949.8,949.9,979087.4367331396,27.195154124172404,-78.67460156939497
20.791,-30.955,1985629.1189787914,-3092776.4614410056,1079.6,1079.7,979081.1437649128,14.193790219957007,-105.77862237186204
20.791,-30.598,1985629.1189787914,-3053289.116193095,949.7,949.8,979091.7540834972,13.08132563205436,-92.78084971969433
20.817,-30.184,1988112.2298004664,-3007680.5611329386,895.0,895.1,979076.0274965478,13.113936765235849,-86.6135475816362
20.831,-30.661,1989449.289473676,-3060246.7388201733,969.0,969.1,979087.2722030733,9.56449073238764,-98.42883258144067
20.842,-30.852,1990499.8363597693,-3081368.546314035,1006.0,1006.1,979084.416957258,2.960699450224638,-108.70146551010563
20.848,-30.395,1991072.8619340023,-3030901.107637543,990.0,990.1,979082.1440525774,31.940797366551124,-78.50179301813723
20.857,-30.462,1991932.400295351,-3038285.0399095663,999.5,999.6,979078.3481161236,25.790192636311986,-85.75826312979075
20.873,-30.4,1993460.4684933054,-3031451.9705794966,993.4,993.5,979079.773322649,30.22483624983579,-80.64656052501331
20.875,-30.6,1993651.4770180492,-3053509.9228277253,969.1,969.2,979087.088465628,14.242820037645288,-93.30524645502484
20.876,-30.701,1993746.9812804218,-3064666.65419156,984.9,985.0,979085.934259956,9.960980644682422,-99.67291391197165
20.876,-30.526,1993746.9812804218,-3045343.139463922,1004.5,1004.6,979076.8117917292,20.74103960581124,-91.25857710913964
20.889,-30.16,1994988.5366912594,-3005042.5500593698,935.0,935.1,979062.025545914,13.337178826332092,-90.28026131123961
20.895,-30.596,1995561.562265492,-3053068.3141616127,962.8,962.9,979087.8026730068,13.329917903174646,-93.93905424678843
20.91,-30.841,1996994.1262010739,-3080150.957169692,1032.7,1032.8,979079.2930066244,6.948942039976828,-108.26699875453224
20.914,-30.783,1997376.1432505625,-3073733.270738528,1016.0,1016.1,979080.2536178305,7.366955580189824,-105.51471570507499
20.919,-30.408,1997853.664562423,-3032333.4105399083,990.0,990.1,979070.6401337167,19.41185117908753,-90.37022930739168
20.927,-30.622,1998617.6986614,-3055939.0997481374,977.5,977.6,979084.710276696,12.714486386161298,-96.27774495302653
20.945,-30.727,2000336.7753840983,-3067540.591428431,1006.8,1006.9,979082.3766262004,11.097430101013742,-100.95662045520463
20.949,-30.561,2000718.7924335871,-3049205.0232602665,963.0,963.1,979084.1801420868,12.53831612598151,-94.7835726666083
20.956,-30.414,2001387.3222701917,-3032994.5383838355,965.7,965.8,979073.1596504567,13.961028230027296,-92.45449351821628
20.959,-30.689,2001673.8350573075,-3063340.4854174103,995.9,996.0,979082.7620317342,11.134072632412426,-99.94691918089431
20.963,-30.126,2002055.8521067963,-3001306.4775489923,910.0,910.1,979065.4174372682,11.682800563052297,-87.97662059168519
20.969,-30.484,2002628.8776810293,-3040710.7328178124,997.4,997.5,979073.776413865,18.833501112181693,-92.37061519595827
20.989,-30.926,2004538.9629284716,-3089563.26990008,1091.5,1091.6,979072.5329297516,11.56459799001459,-108.93285056393135
20.996,-30.408,2005207.4927650762,-3032333.4105399083,980.0,980.1,979070.8940886172,16.580564243602566,-91.63702108700335
20.997,-30.562,2005302.9970274484,-3049315.383461402,957.7,957.8,979081.049779256,7.693667002837174,-99.061229293922
20.997,-30.856,2005302.9970274484,-3081811.3409637646,1091.1,1091.2,979070.2658269156,14.745778691140004,-106.70188774927817
21.007,-30.819,2006258.03965117,-3077716.2016470097,1055.2,1055.3,979076.1944063484,12.54095493722707,-105.16680435059745
21.013,-30.769,2006831.0652254026,-3072184.7598322053,1038.4,1038.5,979078.233208193,13.369199792854488,-102.15602400047396
21.022,-30.284,2007690.6035867513,-3018679.271157515,970.0,970.1,979065.3040259242,17.67172883101739,-90.52647727146793
21.038,-30.23,2009218.6717847055,-3012738.5644012005,960.0,960.1,979062.9789632312,16.507043552119285,-89.68100609127296
21.039,-30.345,2009314.1760470774,-3025394.0433632154,1000.0,1000.1,979064.1497015298,20.971648704260588,-90.46780649412155
21.068,-30.185,2012083.7996558691,-3007790.4923449336,900.0,900.1,979071.1862491894,9.7368719415972,-90.3027875803464
21.072,-30.12,2012465.8167053575,-3000647.3055630075,880.0,880.1,979071.0889239416,8.56858860491775,-89.12132499797156
21.073,-30.374,2012561.32096773,-3028587.7941844007,1000.0,1000.1,979062.6330986936,17.170333289308473,-93.71616140335405
21.101,-30.59,2015235.440314149,-3052405.9356814325,1000.3,1000.4,979073.5521145804,11.123846686794424,-99.51855949094308
21.103,-30.985,2015426.4488388936,-3096101.4894944653,1179.3,1179.4,979062.2122416728,23.628237621160224,-106.70760152456279
21.105,-30.016,2015617.4573636379,-2989228.0738681266,858.0,858.1,979068.845836992,7.683415829320438,-87.90559346151693
21.107,-30.924,2015808.4658883817,-3089341.7067640377,1159.0,1159.1,979062.9305911772,22.94532684842125,-105.99068746985503
21.112,-30.717,2016285.9872002425,-3066435.138349245,1110.5,1110.6,979060.965067774,22.471904058242217,-100.03513691075634
21.113,-30.861,2016381.4914626146,-3082364.8605053215,1094.3,1094.4,979070.7819331648,15.85136920947116,-104.98500223391143
21.116,-30.081,2016668.004249731,-2996363.6730079376,892.0,892.1,979067.3375125976,11.576371419243516,-87.91871257148519
21.118,-30.787,2016859.012774475,-3074175.744232578,1088.7,1088.8,979070.426362102,19.650771142565645,-101.37446981385668
21.12,-30.459,2017050.0212992195,-3037954.306479069,954.4,954.5,979070.8646004004,4.629017505329102,-101.65645370825048
21.121,-30.602,2017145.5255615916,-3053730.734065961,999.8,999.9,979073.7168386988,10.184537703054955,-100.41899025793445
21.125,-30.643,2017527.54261108,-3058258.379731832,1027.0,1027.1,979071.7668545854,13.379538909415714,-100.88207402115445
21.144,-30.514,2019342.12359615,-3044019.3884976865,952.3,952.4,979075.5059657912,4.278612725669518,-101.87148532170323
21.149,-30.36,2019819.6449080112,-3027045.8640447645,960.0,960.1,979066.401981678,9.701334749464875,-97.38110604355994
21.154,-30.36,2020297.1662198715,-3027045.8640447645,959.6,959.7,979065.2027199762,8.378661774098873,-98.70265110335649
21.164,-30.415,2021252.2088435933,-3033104.730348291,953.0,953.1,979067.7292835223,4.533489264547825,-101.21251321090713
21.166,-30.576,2021443.217368337,-3050860.5469184667,996.9,997.0,979071.8499582746,9.480508309789002,-99.74006072367555
21.177,-30.939,2022493.7642544303,-3091003.544362211,1195.3,1195.4,979056.692736716,26.710907557047904,-97.33102773671756
21.182,-30.623,2022971.285566291,-3056049.530126196,1013.1,1013.2,979072.1018638086,11.01024179207161,-101.85924942174633
21.183,-30.362,2023066.7898286632,-3027266.1261295932,932.2,932.3,979070.7189909013,5.283635641913861,-95.86528552714847
21.185,-30.115,2023257.7983534073,-3000098.0264723063,880.0,880.1,979073.6996497668,11.571333751897328,-86.69565101602275
21.208,-30.733,2025454.3963879661,-3068203.9188676723,1102.6,1102.7,979064.2007852292,22.000916266348213,-100.67271558852137
21.215,-30.387,2026122.9262245712,-3030019.7861629133,950.0,950.1,979066.7401347336,4.826475379639305,-98.25707949206509
21.228,-30.679,2027364.4816354087,-3062235.4719408033,1042.1,1042.2,979071.5714683512,14.989834254840387,-100.9898345299284
21.247,-30.404,2029179.062620479,-3031892.6814424414,958.7,958.8,979066.9790318976,6.40931408200413,-98.8281658315579
21.249,-30.094,2029370.0711452228,-2997791.3608561303,878.0,878.1,979075.7512860824,14.651937585091218,-82.49079292536943
21.252,-30.903,2029656.5839323394,-3087015.576228391,1170.1,1170.2,979061.0356355868,26.14688829856459,-103.5447279988067
21.253,-30.546,2029752.0881947116,-3047549.7580498788,969.6,969.7,979075.4657150196,7.046395937795751,-101.03369190925932
21.278,-30.833,2032139.6947540145,-3079265.5263256226,1168.2,1168.3,979059.5962467928,29.690663215704262,-100.54141339710574
21.29,-30.409,2033285.7459024803,-3032443.5956638474,960.0,960.1,979067.3508579986,6.787947519682348,-99.40815384496369
21.293,-30.421,2033572.2586895966,-3033765.906083037,965.4,965.5,979066.4348897716,6.591599449282512,-100.93648420224656
21.296,-30.982,2033858.7714767128,-3095768.9391979077,1293.3,1293.4,979041.5747710492,38.39713051763829,-104.30499453175986
21.297,-30.902,2033954.275739085,-3086904.8209651187,1226.8,1226.9,979050.9433028224,33.62554559193086,-98.67483339431979
21.298,-30.772,2034049.7800014568,-3072516.5644413102,1110.1,1110.2,979067.0284775743,24.04630867124069,-99.08271522982035
21.308,-30.704,2035004.8226251781,-3064998.222407685,1053.6,1053.7,979072.238858852,17.22278287145309,-99.51534860637369
21.313,-30.071,2035482.343937039,-2995265.5805458557,875.0,875.1,979072.9660177176,12.743061512126587,-84.96086552322771
21.315,-30.475,2035673.3524617832,-3039718.3369976585,1000.0,1000.1,979064.926875592,11.496838665916584,-99.59159992232686
21.317,-30.497,2035864.3609865278,-3042144.357083558,1011.2,1011.3,979064.2539550246,12.541814298951069,-100.11698458885267
21.329,-30.525,2037010.4121349931,-3045232.8205782208,993.2,993.3,979069.3480344574,9.870030276710168,-99.8266743210148
21.336,-30.396,2037678.9419715977,-3031011.2779474184,980.0,980.1,979064.5829316216,11.215594802401029,-97.10514058839759
21.337,-30.541,2037774.4462339699,-3046998.060379055,1000.0,1000.1,979069.8551540332,11.210279240855016,-99.88655083870428
21.342,-30.395,2038251.9675458306,-3030901.107637543,967.8,967.9,979064.9188128988,7.866299208835699,-99.82745540365494
21.344,-30.86,2038442.9760705747,-3082254.154265199,1175.5,1175.6,979057.9589082184,28.15804470598232,-99.73044621286185
21.359,-30.892,2039875.5400061568,-3085797.3325855155,1227.1,1227.2,979050.37513063,33.945973686059006,-97.72756497021828
21.359,-30.581,2039875.5400061568,-3051412.4456042685,994.6,994.7,979072.4059483614,8.931294450187124,-102.04895196623235
21.369,-30.982,2040830.5826298778,-3095768.9391979077,1278.8,1278.9,979044.6669408449,37.01638904714491,-104.95904415926162
21.385,-30.809,2042358.6508278323,-3076609.6808009516,1109.7,1109.8,979067.2094726178,21.16446534905117,-99.82250535508086
21.386,-30.598,2042454.155090204,-3053289.116193095,1000.0,1000.1,979072.955758576,9.801777113927528,-101.70850649767867
21.388,-30.041,2042645.163614948,-2991971.9753952734,880.0,880.1,979073.966512761,17.635470159351826,-80.2926374277734
21.413,-30.953,2045032.770174251,-3092554.830409921,1281.1,1281.2,979043.5436716264,38.91424902062863,-100.85068716806137
21.415,-30.909,2045223.7786989955,-3087680.1323479787,1349.5,1349.6,979028.7142510592,48.689273193944246,-101.42528043464051
21.423,-30.763,2045987.8127979722,-3071521.1819506087,1088.4,1088.5,979070.8874893576,21.925442310399376,-97.82852044746271
21.425,-30.374,2046178.8213227168,-3028587.7941844007,980.0,980.1,979063.8405211308,12.207281986717136,-96.76830424285721
21.428,-30.582,2046465.334109833,-3051522.8287906228,1045.2,1045.3,979063.3264024084,15.383631412521936,-99.36708688626925
21.435,-30.37,2047133.8639464376,-3028147.2199638817,971.9,972.0,979065.674450068,11.857362194918096,-96.41710611217952
