Lon,Lat,Height Sea Level,Height Ellipsoid,Total Gravity,Free Air Disturbance
20.419,-30.461,942.0,942.1,979079.7240732572,9.504851776640862
20.421,-30.897,954.9,955.0,979115.2996685768,14.497302440926433
20.424,-30.911,954.5,954.6,979115.7996844632,13.759310562163591
20.434,-30.53,925.3,925.4,979086.5128592156,5.690651532961056
20.435,-30.952,956.3,956.4,979118.0437563796,13.29285829665605
20.441,-30.585,930.1,930.2,979090.1149152452,6.423804897814989
20.448,-30.683,943.9,944.0,979096.1009629047,8.905438404297456
20.452,-30.069,915.0,915.1,979061.4755741106,13.750855978694744
20.454,-30.862,952.2,952.3,979108.763137657,9.912958607077599
20.461,-30.629,936.0,936.1,979093.4510189344,8.097017741529271
20.461,-30.764,942.6,942.7,979102.9820507074,8.958768471609801
20.462,-30.135,900.0,900.1,979080.4601936864,22.93435994128231
20.463,-30.196,908.0,908.1,979079.1613843252,19.31659945123829
20.466,-30.254,940.0,940.1,979082.9479160984,28.41899458540138
20.481,-30.447,930.0,930.1,979080.670963758,7.854377353214659
20.492,-30.565,934.8,934.9,979087.4535431908,6.794829478254542
20.504,-30.372,920.0,920.1,979095.3902338296,25.402832467923872
20.515,-30.775,942.4,942.5,979101.4996627668,6.541150011471473
20.525,-30.473,920.0,920.1,979084.4017739728,6.447467642254196
20.527,-30.31,940.0,940.1,979078.0148141156,19.080811307299882
20.539,-30.448,924.4,924.5,979087.992020641,13.368734351824969
20.541,-30.414,919.0,919.1,979091.6711795066,18.064190726960078
20.549,-30.868,997.4,997.5,979096.718917805,11.336625817697495
20.552,-30.243,920.0,920.1,979076.6930131244,16.85813473595772
20.576,-30.181,913.0,913.1,979072.91117199,15.786804954172112
20.577,-30.912,1000.9,1001.0,979101.4937990824,13.689213699195534
20.593,-30.759,955.1,955.2,979096.3939102883,6.624212680850178
20.596,-30.122,900.0,900.1,979073.8834420616,17.377085552434437
20.597,-30.381,920.0,920.1,979084.3971410702,13.700458346866071
20.606,-30.208,900.0,900.1,979075.1228793686,11.867353998473845
20.609,-30.51,977.1,977.2,979079.7778400788,16.51801704952959
20.626,-30.828,998.9,999.0,979090.4498559654,8.711552224587649
20.628,-30.06,880.0,880.1,979064.4584512848,6.639745096326806
20.634,-30.964,1023.0,1023.1,979100.2224596548,15.093489754013717
20.669,-30.756,957.2,957.3,979093.1181820666,4.234568940475583
20.681,-30.548,976.5,976.6,979085.5943091592,19.14566755690612
20.682,-30.371,960.0,960.1,979083.1164997978,25.54913821152877
20.687,-30.219,940.0,940.1,979070.5595474576,18.781314210616983
20.709,-30.99,1037.7,1037.8,979097.077063344,14.410424352507107
20.715,-30.912,1010.1,1010.2,979094.0396427768,9.073421315173618
20.736,-30.845,995.0,995.1,979090.8048417856,6.511592322727665
20.743,-30.724,962.2,962.3,979091.560357672,6.759109743521549
20.744,-30.659,939.5,939.6,979092.546477248,5.895710054319352
20.748,-30.786,975.5,975.6,979090.991120227,5.3710909800138324
20.748,-30.55,979.7,979.8,979083.8675968238,18.248081662575714
20.751,-30.201,925.0,925.1,979074.915771576,19.923433486255817
20.76,-30.479,998.6,998.7,979074.7703033492,20.59247624326963
20.767,-30.422,983.3,983.4,979078.0646210804,23.665060592116788
20.77,-30.375,960.0,960.1,979084.7640341308,26.88145701168105
20.785,-30.365,949.8,949.9,979087.4367331396,27.195154124172404
20.791,-30.955,1079.6,1079.7,979081.1437649128,14.193790219957009
20.791,-30.598,949.7,949.8,979091.7540834972,13.081325632054359
20.817,-30.184,895.0,895.1,979076.0274965478,13.113936765235849
20.831,-30.661,969.0,969.1,979087.2722030733,9.56449073238764
20.842,-30.852,1006.0,1006.1,979084.416957258,2.960699450224638
20.848,-30.395,990.0,990.1,979082.1440525774,31.940797366551124
20.857,-30.462,999.5,999.6,979078.3481161236,25.790192636311986
20.873,-30.4,993.4,993.5,979079.773322649,30.22483624983579
20.875,-30.6,969.1,969.2,979087.088465628,14.242820037645288
20.876,-30.701,984.9,985.0,979085.934259956,9.960980644682422
20.876,-30.526,1004.5,1004.6,979076.8117917292,20.74103960581124
20.889,-30.16,935.0,935.1,979062.025545914,13.337178826332092
20.895,-30.596,962.8,962.9,979087.8026730068,13.329917903174646
20.91,-30.841,1032.7,1032.8,979079.2930066244,6.948942039976828
20.914,-30.783,1016.0,1016.1,979080.2536178305,7.366955580189824
20.919,-30.408,990.0,990.1,979070.6401337167,19.411851179087535
20.927,-30.622,977.5,977.6,979084.710276696,12.714486386161298
20.945,-30.727,1006.8,1006.9,979082.3766262004,11.097430101013742
20.949,-30.561,963.0,963.1,979084.1801420868,12.53831612598151
20.956,-30.414,965.7,965.8,979073.1596504567,13.961028230027296
20.959,-30.689,995.9,996.0,979082.7620317342,11.134072632412426
20.963,-30.126,910.0,910.1,979065.4174372682,11.682800563052297
20.969,-30.484,997.4,997.5,979073.776413865,18.833501112181693
20.989,-30.926,1091.5,1091.6,979072.5329297516,11.56459799001459
20.996,-30.408,980.0,980.1,979070.8940886172,16.580564243602566
20.997,-30.562,957.7,957.8,979081.049779256,7.693667002837174
20.997,-30.856,1091.1,1091.2,979070.2658269156,14.745778691140004
21.007,-30.819,1055.2,1055.3,979076.1944063484,12.54095493722707
21.013,-30.769,1038.4,1038.5,979078.233208193,13.369199792854488
21.022,-30.284,970.0,970.1,979065.3040259242,17.67172883101739
21.038,-30.23,960.0,960.1,979062.9789632312,16.507043552119285
21.039,-30.345,1000.0,1000.1,979064.1497015298,20.971648704260588
21.068,-30.185,900.0,900.1,979071.1862491894,9.736871941597201
21.072,-30.12,880.0,880.1,979071.0889239416,8.56858860491775
21.073,-30.374,1000.0,1000.1,979062.6330986936,17.170333289308473
21.101,-30.59,1000.3,1000.4,979073.5521145804,11.123846686794423
21.103,-30.985,1179.3,1179.4,979062.2122416728,23.628237621160224
21.105,-30.016,858.0,858.1,979068.845836992,7.683415829320438
21.107,-30.924,1159.0,1159.1,979062.9305911772,22.945326848421246
21.112,-30.717,1110.5,1110.6,979060.965067774,22.471904058242217
21.113,-30.861,1094.3,1094.4,979070.7819331648,15.851369209471159
21.116,-30.081,892.0,892.1,979067.3375125976,11.576371419243515
