Lon,Lat,Height Sea Level,Height Ellipsoid,Total Gravity,Free Air Disturbance
21.118,-30.787,1088.7,1088.8,979070.426362102,19.650771142565645
21.12,-30.459,954.4,954.5,979070.8646004004,4.629017505329102
21.121,-30.602,999.8,999.9,979073.7168386988,10.184537703054957
21.125,-30.643,1027.0,1027.1,979071.7668545854,13.379538909415714
21.144,-30.514,952.3,952.4,979075.5059657912,4.278612725669518
21.149,-30.36,960.0,960.1,979066.401981678,9.701334749464877
21.154,-30.36,959.6,959.7,979065.2027199762,8.378661774098873
21.164,-30.415,953.0,953.1,979067.7292835223,4.533489264547825
21.166,-30.576,996.9,997.0,979071.8499582746,9.480508309789002
21.177,-30.939,1195.3,1195.4,979056.692736716,26.710907557047904
21.182,-30.623,1013.1,1013.2,979072.1018638086,11.01024179207161
21.183,-30.362,932.2,932.3,979070.7189909013,5.283635641913861
21.185,-30.115,880.0,880.1,979073.6996497668,11.571333751897328
21.208,-30.733,1102.6,1102.7,979064.2007852292,22.000916266348213
21.215,-30.387,950.0,950.1,979066.7401347336,4.826475379639305
21.228,-30.679,1042.1,1042.2,979071.5714683512,14.989834254840389
21.247,-30.404,958.7,958.8,979066.9790318976,6.40931408200413
21.249,-30.094,878.0,878.1,979075.7512860824,14.651937585091218
21.252,-30.903,1170.1,1170.2,979061.0356355868,26.14688829856459
21.253,-30.546,969.6,969.7,979075.4657150196,7.046395937795751
21.278,-30.833,1168.2,1168.3,979059.5962467928,29.690663215704262
21.29,-30.409,960.0,960.1,979067.3508579986,6.787947519682348
21.293,-30.421,965.4,965.5,979066.4348897716,6.591599449282512
21.296,-30.982,1293.3,1293.4,979041.5747710492,38.39713051763829
21.297,-30.902,1226.8,1226.9,979050.9433028224,33.62554559193086
21.298,-30.772,1110.1,1110.2,979067.0284775743,24.046308671240695
21.308,-30.704,1053.6,1053.7,979072.238858852,17.22278287145309
21.313,-30.071,875.0,875.1,979072.9660177176,12.743061512126587
21.315,-30.475,1000.0,1000.1,979064.926875592,11.496838665916584
21.317,-30.497,1011.2,1011.3,979064.2539550246,12.541814298951067
21.329,-30.525,993.2,993.3,979069.3480344574,9.870030276710168
21.336,-30.396,980.0,980.1,979064.5829316216,11.215594802401029
21.337,-30.541,1000.0,1000.1,979069.8551540332,11.210279240855016
21.342,-30.395,967.8,967.9,979064.9188128988,7.866299208835699
21.344,-30.86,1175.5,1175.6,979057.9589082184,28.15804470598232
21.359,-30.892,1227.1,1227.2,979050.37513063,33.945973686059006
21.359,-30.581,994.6,994.7,979072.4059483614,8.931294450187124
21.369,-30.982,1278.8,1278.9,979044.6669408449,37.01638904714491
21.385,-30.809,1109.7,1109.8,979067.2094726178,21.16446534905117
21.386,-30.598,1000.0,1000.1,979072.955758576,9.801777113927528
21.388,-30.041,880.0,880.1,979073.966512761,17.635470159351826
21.413,-30.953,1281.1,1281.2,979043.5436716264,38.91424902062863
21.415,-30.909,1349.5,1349.6,979028.7142510592,48.689273193944246
21.423,-30.763,1088.4,1088.5,979070.8874893576,21.925442310399376
21.425,-30.374,980.0,980.1,979063.8405211308,12.207281986717135
21.428,-30.582,1045.2,1045.3,979063.3264024084,15.383631412521936
21.435,-30.37,971.9,972.0,979065.674450068,11.857362194918096
21.445,-30.393,968.3,968.4,979066.5475136144,9.806936281733215
21.452,-30.065,890.0,890.1,979073.9972995725,18.872417928650975
21.454,-30.639,1020.0,1020.1,979072.70963319,12.479564835550264
21.458,-30.508,990.1,990.2,979067.5477920558,8.456805534195155
21.459,-30.64,1016.9,1017.0,979073.7094350348,12.443747258395888
21.462,-30.903,1276.0,1276.1,979044.3653087956,42.14526211004704
21.465,-30.987,1369.3,1369.4,979029.7559517748,49.623349909321405
21.47,-30.717,1051.5,1051.6,979073.2460312076,16.550884948694147
21.476,-30.449,978.7,978.8,979066.8071900732,8.858095138217323
21.477,-30.353,1000.0,1000.1,979058.1072619891,14.29907406680286
21.489,-30.607,1005.4,1005.5,979071.930841422,9.730450449511409
21.498,-30.408,982.8,982.9,979063.6993731952,10.249717994825915
21.507,-30.658,1040.0,1040.1,979070.6249367414,15.059854853665456
21.51,-30.659,1051.2,1051.3,979068.871246956,16.682275144499727
21.513,-30.358,1015.7,1015.8,979056.1512946156,16.793004661099985
21.522,-30.866,1323.4,1323.5,979033.0244217082,48.37083040724974
21.526,-30.546,980.0,980.1,979069.93014412,4.719482320942916
21.531,-30.085,910.0,910.1,979068.4139141917,17.893068452714942
21.534,-30.367,1040.0,1040.1,979054.7865253974,22.21613707661163
21.552,-30.516,982.3,982.4,979066.480827242,4.351208704756573
21.56,-30.918,1357.8,1357.9,979030.5703590153,52.388980102259666
21.574,-30.482,971.8,971.9,979067.6124225616,4.929250320303254
21.577,-30.96,1346.3,1346.4,979035.0560814271,49.98121908027679
21.579,-30.692,1110.0,1110.1,979062.13366086,25.469092958490364
21.585,-30.459,975.0,975.1,979065.8372561792,5.957325124647468
21.593,-30.843,1264.2,1264.3,979044.3969150448,43.31098867428955
21.593,-30.686,1103.7,1103.8,979062.1831374568,24.050732431118377
21.593,-30.067,920.0,920.1,979062.1347645492,16.109379671048373
21.594,-30.403,1000.0,1000.1,979057.7314393014,9.982656682957895
21.597,-30.513,980.0,980.1,979069.755455188,7.153299133176915
21.606,-30.415,989.4,989.5,979060.305598167,8.340155393700115
21.626,-30.496,975.8,975.9,979068.0376065368,5.482769319671206
21.631,-30.72,1157.7,1157.8,979053.396360722,29.226412895484827
21.64,-30.72,1160.0,1160.1,979053.7339083815,30.273503339034505
21.641,-30.581,996.4,996.5,979072.8560672472,9.936752038192935
21.645,-30.55,990.0,990.1,979070.9811784532,8.539452810422517
21.648,-30.958,1322.4,1322.5,979040.031432638,47.74354050785769
21.668,-30.403,976.5,976.6,979060.8243147688,5.825224124011584
21.673,-30.027,923.2,923.3,979054.608957748,12.702600110205822
21.675,-30.855,1204.0,1204.1,979059.7820689538,39.17094100418035
21.678,-30.398,980.0,980.1,979061.434854912,7.909835664671846
21.679,-30.027,940.0,940.1,979053.8894343448,17.166455889469944
21.701,-30.767,1132.2,1132.3,979064.2637679623,28.49655604979489
21.702,-30.765,1160.0,1160.1,979060.2978315088,33.26569006941281
21.713,-30.086,940.0,940.1,979055.3829744876,14.039826366933994
21.713,-30.987,1286.0,1286.1,979049.0790698072,43.25086944119539
21.715,-30.609,1018.9,1019.0,979072.3091174668,14.115399348782375
21.717,-30.673,1055.8,1055.9,979070.8288081056,18.94942448171787
21.72,-30.642,1049.4,1049.5,979069.7203482486,18.322985138744116
21.73,-30.153,934.0,934.1,979058.3558959084,9.908254887443036
21.734,-30.579,1005.7,1005.8,979072.934943568,13.043117359397002
21.739,-30.509,975.8,975.9,979068.2045230007,4.622632663929835
21.741,-30.791,1134.3,1134.4,979068.9412136396,31.915603737346828
21.747,-30.442,973.6,973.7,979059.9064995976,0.9363395256223157
21.755,-30.382,975.0,975.1,979057.1875154842,3.381154960137792
21.76,-30.381,976.5,976.6,979056.8198808752,3.555126073071733
21.773,-30.805,1125.0,1125.1,979073.3034761944,32.29643097240478
21.785,-30.81,1131.8,1131.9,979072.6015397408,33.294948965194635
21.785,-30.862,1163.5,1163.6,979068.8720715138,35.21017366787419
21.792,-30.948,1259.5,1259.6,979053.6975163376,42.80337398755364
21.798,-30.643,1124.7,1124.8,979057.5238424386,29.277897509513423
21.812,-30.217,938.0,938.1,979059.4887078296,7.250534597085789
21.822,-30.162,930.0,930.1,979058.0033115188,7.615331826149486
21.825,-30.379,979.4,979.5,979055.0524152082,2.840013765846379
21.826,-30.378,978.0,978.1,979055.3575105276,2.7919861995615065
21.835,-30.84,1180.0,1180.1,979065.9237964856,39.10184179502539
21.837,-30.103,967.0,967.1,979045.3177095362,10.97263680328615
21.838,-30.843,1181.3,1181.4,979065.1509478346,38.49146884109359
21.839,-30.053,962.0,962.1,979042.5692337928,10.598619590513408
21.846,-30.921,1235.4,1235.5,979057.1305991836,40.95289617124945
21.848,-30.675,1090.9,1091.0,979066.4861786164,25.276946640573442
21.849,-30.311,956.0,956.1,979061.7482103896,7.67198420886416
21.867,-30.431,975.0,975.1,979062.409337482,4.739038417581469
21.871,-30.437,984.9,985.0,979060.6223851416,5.533090227865614
21.875,-30.888,1250.0,1250.1,979056.6675916668,47.62110190128442
21.876,-30.887,1240.8,1240.9,979056.0747823056,44.26983864221256
21.88,-30.357,963.0,963.1,979060.3856476966,4.846928702434525
21.904,-30.481,1019.1,1019.2,979056.0055448606,7.994443378876895
21.905,-30.483,1021.0,1021.1,979056.126783159,8.543921388336457
21.906,-30.276,954.0,954.1,979058.7602990456,6.820821543107741
21.91,-30.546,1034.8,1034.9,979061.736362592,13.432597246719524
21.911,-30.545,1035.0,1035.1,979062.0309102515,13.867918681004085
21.915,-30.59,1043.6,1043.7,979066.5354896844,17.466033931821585
21.92,-30.93,1326.8,1326.9,979042.6761569198,53.976482211379334
21.926,-30.61,1050.0,1050.1,979067.8038952184,19.125845412374474
21.926,-30.936,1340.0,1340.1,979040.6062606092,55.500430325744674
21.946,-30.636,1051.9,1052.0,979070.4173559285,20.26655821641907
21.954,-30.36,997.0,997.1,979056.8480783404,11.56287301843986
21.976,-30.658,1055.0,1055.1,979073.3696418866,22.432261552195996
21.984,-30.963,1314.1,1314.2,979045.7244437312,50.47772704530507
21.984,-30.247,980.0,980.1,979047.3960867104,5.758611666504294
21.995,-30.97,1272.5,1272.6,979055.6081979162,46.970922416076064
