longitude,latitude,height_sea_level_m,gravity_mgal
24.08086,-32.52437,756.2,979283.90
24.09975,-32.59436,773.3,979286.66
24.11285,-32.67715,786.3,979288.65
24.11514,-32.01854,1587.3,979068.38
24.12595,-32.43880,729.9,979278.34
24.13100,-32.74323,857.6,979276.98
24.13211,-32.81203,855.4,979278.94
24.13432,-32.18147,1031.8,979189.62
24.14928,-32.47711,745.3,979282.06
24.15565,-32.58983,757.6,979288.89
24.17354,-32.88576,733.5,979303.42
24.17563,-32.11871,1081.8,979176.20
24.19221,-32.49927,729.4,979286.48
24.19505,-32.04704,1379.6,979112.29
24.19606,-32.22005,898.5,979218.78
24.21127,-32.64473,725.9,979298.61
24.21301,-32.38974,713.4,979273.91
24.22096,-32.43500,690.0,979284.75
24.22995,-32.93481,679.4,979313.52
24.23042,-32.59979,732.3,979294.71
24.23108,-32.11888,1211.0,979146.51
24.24380,-32.07043,1301.0,979130.72
24.24542,-32.15685,956.8,979205.01
24.24615,-32.28017,805.6,979242.58
24.25684,-32.90788,692.1,979312.18
24.25755,-32.55080,764.4,979285.02
24.26797,-32.69872,724.9,979302.29
24.28375,-32.64046,709.7,979302.02
24.28604,-32.83347,775.3,979296.98
24.30232,-32.35403,750.9,979262.97
24.30280,-32.05209,1310.9,979127.97
24.30299,-32.42336,669.2,979287.04
24.31297,-32.17914,828.8,979230.32
24.31688,-32.77525,791.7,979292.60
24.31950,-32.30101,757.6,979255.71
24.33809,-32.68402,684.4,979310.08
24.35619,-32.56656,776.5,979284.99
24.35777,-32.23909,787.5,979246.85
24.36188,-32.96550,610.3,979329.49
24.36465,-32.07243,1215.2,979149.13
24.36507,-32.01173,1403.9,979104.83
24.38484,-32.42020,653.5,979290.75
24.38496,-32.62979,677.8,979308.67
24.38657,-32.34248,719.8,979268.55
24.39711,-32.84152,812.0,979291.69
24.40332,-32.89523,674.7,979318.90
24.41270,-32.08643,1267.8,979139.10
24.44398,-32.15504,885.1,979216.98
24.46008,-32.38626,654.5,979286.11
24.46211,-32.85980,842.1,979287.37
24.46761,-32.95143,551.1,979343.99
24.47169,-32.63522,640.9,979317.19
24.47540,-32.56483,634.1,979314.33
24.47803,-32.44267,635.5,979297.12
24.48936,-32.30917,734.5,979261.20
24.49365,-32.51370,611.1,979312.76
24.50357,-32.88242,651.4,979325.60
24.50711,-32.21927,789.8,979242.42
24.53165,-32.67264,610.7,979324.88
24.54607,-32.27115,743.9,979254.66
24.56313,-32.85126,598.9,979335.97
24.56631,-32.32816,689.2,979269.57
24.56886,-32.56673,598.6,979321.03
24.58189,-32.90575,535.6,979351.54
24.58400,-32.98854,477.6,979364.35
24.58833,-32.21500,838.2,979231.72
24.59254,-32.12677,968.1,979198.69
24.60126,-32.72701,532.8,979342.13
24.60841,-32.05875,1184.1,979153.71
24.60934,-32.38789,733.8,979269.69
24.62563,-32.82211,536.3,979347.67
24.63799,-32.45662,689.6,979289.61
24.64149,-32.03503,1135.2,979160.17
24.65186,-32.93787,415.1,979378.24
24.65295,-32.50349,658.0,979301.99
24.67113,-32.56602,618.4,979316.82
24.67680,-32.91734,478.7,979366.65
24.67915,-32.07109,1044.3,979181.22
24.68668,-32.21500,1071.4,979184.14
24.68805,-32.63046,594.1,979326.90
24.70044,-32.70377,601.5,979328.50
24.71416,-32.86861,632.8,979335.55
24.72226,-32.11436,1013.9,979189.38
24.72519,-32.77319,635.6,979327.48
24.72871,-32.45927,738.1,979278.87
24.76167,-32.22501,1246.3,979151.55
24.78104,-32.41257,801.1,979258.99
24.78783,-32.84454,629.4,979336.56
24.79433,-32.10210,1082.0,979173.12
24.81168,-32.50069,717.3,979288.78
24.81934,-32.03014,1194.6,979149.14
24.83261,-32.45880,752.9,979275.35
24.84879,-32.79300,726.0,979314.87
24.85834,-32.09332,1359.7,979124.45
24.86041,-32.39207,831.2,979250.79
24.90598,-32.75937,629.1,979330.07
24.91068,-32.51833,732.5,979287.07
24.91833,-32.33667,935.1,979220.13
24.93384,-32.69360,716.7,979306.95
24.98679,-32.65427,744.4,979298.30
24.99889,-32.52390,757.9,979282.83
25.03670,-32.13387,1459.4,979118.50
25.09386,-32.34042,1019.9,979210.78
25.10139,-32.60007,726.9,979295.68
25.10547,-32.40355,875.8,979245.84
25.11031,-32.09615,1401.2,979124.02
25.13043,-32.49544,781.6,979273.02
25.13232,-32.55501,740.8,979287.98
25.15021,-32.01108,1205.0,979154.41
25.16425,-32.04639,1259.0,979147.90
25.16516,-32.52071,810.2,979270.07
25.19408,-32.48483,903.3,979246.99
25.19699,-32.60793,727.5,979295.56
25.20332,-32.70332,606.2,979332.89
25.21761,-32.03841,1310.9,979138.40
25.22501,-32.78500,551.1,979355.99
25.25166,-32.87334,530.0,979367.69
25.25755,-32.19969,1272.0,979159.51
25.28627,-32.65855,829.1,979285.99
25.31203,-32.16479,1263.5,979159.96
25.31705,-32.49287,1183.7,979195.88
25.31929,-32.04823,1200.3,979161.08
25.34914,-32.86913,802.8,979315.17
25.37379,-32.13586,1119.5,979185.81
25.38573,-32.49754,1086.9,979213.56
25.40297,-32.07558,1023.4,979197.34
25.41368,-32.88252,774.7,979322.52
25.43774,-32.67926,923.5,979272.17
25.44434,-32.41718,1155.4,979193.99
25.44632,-32.56012,997.5,979240.05
25.44888,-32.34978,1249.4,979172.61
25.45291,-32.60902,990.5,979248.81
25.46745,-32.51532,1063.5,979220.18
25.47658,-32.10750,1007.6,979203.35
25.49342,-32.01035,948.2,979203.11
25.50117,-32.29988,1448.2,979126.11
25.50368,-32.72932,786.1,979306.21
25.59410,-32.73860,698.7,979325.44
25.62643,-32.52737,1017.4,979233.89
25.64291,-32.44595,1022.7,979218.58
25.66261,-32.76888,673.4,979336.30
25.67792,-32.21175,868.0,979228.63
25.68137,-32.53735,815.6,979272.39
25.70146,-32.38255,819.4,979252.57
25.71333,-32.85500,613.6,979337.19
25.72955,-32.26198,856.7,979232.81
25.74661,-32.33003,845.0,979241.01
25.75206,-32.76546,638.6,979343.35
25.75337,-32.56203,753.1,979292.21
25.75429,-32.64040,681.4,979319.10
25.76294,-32.42715,804.2,979259.30
25.76752,-32.13538,1039.8,979185.94
25.79681,-32.17880,950.1,979207.69
25.80167,-32.92332,568.1,979368.58
25.80867,-32.71648,586.0,979348.61
25.81641,-32.48460,842.6,979261.65
25.82556,-32.09293,1098.7,979172.62
25.85608,-32.53519,886.3,979262.68
25.88004,-32.20024,907.3,979216.26
25.88585,-32.58983,686.5,979310.67
25.88673,-32.65572,619.3,979336.03
25.88771,-32.04770,1101.7,979167.78
25.96271,-32.01126,1111.9,979159.99
25.96556,-32.20984,946.8,979210.11
26.01086,-32.50228,816.4,979273.63
26.01923,-32.49155,835.2,979267.59
26.06203,-32.42747,998.4,979225.69
26.06332,-32.13333,1063.7,979183.34
26.08311,-32.68253,734.4,979315.10
26.10449,-32.35344,1180.3,979175.84
26.10500,-32.80499,612.6,979355.49
26.10963,-32.19193,1199.4,979158.26
26.11166,-32.85333,686.1,979344.49
26.13333,-32.95332,751.3,979338.29
26.13606,-32.08075,1077.8,979173.12
26.16963,-32.03918,1126.6,979156.60
26.26833,-32.00333,1291.7,979123.75
26.27255,-32.20084,1297.2,979143.13
26.27975,-32.67171,625.2,979337.97
26.28578,-32.23126,1318.5,979141.09
26.29906,-32.28023,1412.3,979130.75
26.30232,-32.04021,1349.3,979115.61
26.32076,-32.14726,1405.9,979115.97
26.32100,-32.09665,1383.4,979114.78
26.32133,-32.39943,1510.7,979126.98
26.32976,-32.32915,1510.2,979116.02
27.02499,-32.02667,1060.7,979170.34
27.07333,-32.03833,991.5,979186.44
27.10001,-32.06667,970.2,979194.53
27.11000,-32.18500,878.4,979229.92
27.11333,-32.12833,909.8,979217.83
27.12666,-32.23833,1013.8,979210.03
27.14333,-32.29333,1141.8,979187.94
27.18500,-32.36000,1230.2,979187.64
27.21167,-32.38667,1189.6,979198.73
27.21333,-32.41499,1248.8,979192.34
27.25500,-32.44667,1133.5,979219.53
27.27499,-32.98666,459.9,979426.07
27.28667,-32.95168,528.8,979408.67
27.31332,-32.46167,1111.0,979224.53
27.37167,-32.87666,371.9,979431.67
27.42332,-32.56833,831.5,979297.31
27.42500,-32.86833,539.5,979397.68
27.42833,-32.47333,935.1,979259.42
27.43832,-32.89667,366.4,979436.07
27.44167,-32.51833,934.8,979266.71
27.45500,-32.81667,525.2,979394.08
27.47501,-32.62334,830.3,979305.70
27.48833,-32.88333,539.5,979402.88
27.51833,-32.65334,780.6,979319.50
27.52167,-32.73833,606.2,979367.59
27.54500,-32.69167,724.2,979336.99
27.61333,-32.89166,485.2,979419.47
27.65668,-32.91000,434.6,979434.77
27.76334,-32.92168,326.1,979464.76
27.82001,-32.96667,200.6,979502.05
27.88167,-32.97166,132.3,979525.54
27.89999,-32.99500,95.4,979542.64
27.93668,-32.94333,51.5,979544.03
27.94333,-32.59500,617.8,979360.69
27.95833,-32.63499,533.7,979385.88
27.96832,-32.55000,528.8,979369.88
27.97667,-32.87833,182.9,979509.64
27.98500,-32.91499,27.4,979551.73
27.98666,-32.42999,488.6,979359.39
27.99500,-32.47501,389.5,979385.38
27.99667,-32.85167,73.8,979523.84
27.99834,-32.67332,470.0,979408.37
28.00833,-32.74667,336.5,979449.96
28.01334,-32.77333,295.6,979465.06
28.01666,-32.36000,747.1,979298.10
28.02333,-32.81332,192.9,979495.15
28.02499,-32.71333,344.4,979441.36
28.06168,-32.34000,707.7,979307.00
28.10001,-32.34167,622.4,979328.30
28.14833,-32.33167,538.9,979344.89
28.19333,-32.03500,1035.4,979197.73
28.21167,-32.27499,755.9,979298.20
28.21333,-32.22667,821.7,979272.51
28.24167,-32.20332,894.3,979255.42
28.25500,-32.08167,1006.4,979208.73
28.25667,-32.17168,914.4,979245.62
28.28333,-32.12334,816.2,979256.62
28.30000,-32.10500,796.7,979257.52
28.32668,-32.06833,815.9,979247.82
28.35167,-32.02333,823.0,979243.02
28.35167,-32.14166,751.0,979278.41
28.44667,-32.22333,672.1,979317.60
28.49333,-32.25667,612.6,979340.29
28.56168,-32.29167,566.6,979367.88
28.56667,-32.36166,330.4,979434.77
28.60667,-32.38834,274.9,979455.66
28.67833,-32.44167,12.2,979537.94
29.85001,-32.81667,0.0,979548.61
17.72865,-31.09709,14.0,979425.96
17.73990,-31.07477,21.0,979418.27
17.78629,-31.16156,54.0,979426.37
17.80310,-31.07787,148.0,979383.87
17.82149,-31.22072,18.0,979436.27
17.83499,-31.02338,167.0,979369.09
17.84389,-31.17628,135.0,979403.12
17.84792,-31.09761,177.0,979378.36
17.87448,-31.14413,136.0,979389.51
17.88181,-31.26576,67.0,979430.56
17.88446,-31.30219,8.0,979448.40
17.88803,-31.04405,266.0,979345.24
17.89064,-31.09238,189.0,979368.95
17.90321,-31.18448,14.0,979425.02
17.91154,-31.35876,22.0,979458.25
17.94826,-31.11624,144.0,979378.54
17.94975,-31.04053,335.0,979324.99
17.95294,-31.40492,15.0,979456.05
17.95865,-31.08475,132.0,979369.65
17.97902,-31.29358,104.8,979419.97
17.98688,-31.17397,78.6,979403.95
17.98833,-31.22919,142.0,979402.08
17.98862,-31.44235,18.0,979454.37
18.00317,-31.34843,149.3,979424.91
18.00328,-31.21625,72.5,979413.92
18.00587,-31.26176,166.2,979398.30
18.00935,-31.15694,129.2,979388.48
18.01231,-31.11839,128.0,979377.81
18.01926,-31.05325,292.9,979329.71
18.02254,-31.44447,96.0,979439.08
18.02866,-31.38960,92.0,979437.48
18.03136,-31.29721,149.3,979407.11
18.04716,-31.50404,53.0,979445.17
18.04813,-31.08424,201.8,979350.14
18.05626,-31.51556,42.0,979450.61
18.06766,-31.27122,182.0,979392.95
18.06778,-31.35349,137.0,979420.27
18.06964,-31.11678,140.5,979367.25
18.09303,-31.32166,134.4,979408.71
18.09502,-31.46249,92.0,979441.30
18.09554,-31.16545,193.0,979367.23
18.09669,-31.00722,193.6,979333.67
18.10873,-31.05209,209.1,979335.63
18.11465,-31.57076,87.0,979440.12
18.11768,-31.39131,141.0,979418.07
18.11935,-31.19412,149.0,979379.31
18.12531,-31.27470,176.2,979389.95
18.13007,-31.50111,70.0,979448.29
18.15402,-31.60928,87.9,979442.95
18.15494,-31.65271,38.0,979458.75
18.15567,-31.56316,79.0,979446.48
18.16689,-31.01656,257.2,979318.74
18.16808,-31.31422,236.2,979377.63
18.16872,-31.06918,297.0,979318.02
18.16940,-31.36844,185.0,979403.94
18.20792,-31.61333,15.0,979458.09
18.21075,-31.72858,0.0,979479.07
18.21420,-31.50835,87.8,979440.37
18.21472,-31.37694,229.0,979388.54
18.21642,-31.41695,155.0,979406.64
18.21877,-31.31503,251.2,979367.16
18.22031,-31.22951,204.2,979358.88
18.22684,-31.66878,148.3,979433.95
18.23325,-31.81693,9.0,979490.23
18.23357,-31.45346,136.0,979416.50
18.23405,-31.56219,18.0,979458.95
18.23621,-31.07771,309.7,979310.06
18.23811,-31.17380,279.8,979330.23
18.24606,-31.02788,338.9,979301.46
18.24998,-31.53384,14.3,979456.94
18.25281,-31.39624,179.2,979395.12
18.25970,-31.62422,56.0,979449.55
18.26003,-31.33401,310.3,979354.27
18.26141,-31.00490,393.5,979291.45
18.26508,-31.08099,390.8,979293.72
18.27019,-31.13487,321.0,979312.39
18.27052,-31.17520,328.9,979314.80
18.27220,-31.86821,24.0,979492.32
18.27557,-31.91306,16.4,979500.29
18.27992,-31.28569,308.0,979341.68
18.28162,-31.73503,121.6,979447.03
18.28191,-31.36591,275.0,979367.35
18.28455,-31.57768,102.1,979440.70
18.28871,-31.68285,135.1,979431.32
18.30659,-31.44604,143.6,979405.15
18.30940,-31.62128,96.3,979443.26
18.31316,-31.86742,131.1,979464.72
18.31468,-31.72485,168.9,979437.07
18.31599,-31.04935,348.7,979299.80
18.31825,-31.08533,337.4,979301.96
18.32166,-31.20139,369.7,979305.80
18.32787,-31.51131,84.6,979434.05
18.34279,-31.00626,313.0,979298.63
18.34538,-31.41124,124.0,979393.05
18.35406,-31.83664,210.8,979440.53
18.35794,-31.27815,343.2,979321.72
18.36145,-31.35886,334.4,979342.45
18.36372,-31.87502,113.9,979465.66
18.36394,-31.54260,99.7,979427.57
18.36482,-31.90985,164.2,979459.02
18.36884,-31.66373,138.1,979429.81
18.37611,-31.57156,75.0,979435.28
18.38377,-31.19890,334.4,979306.28
18.38441,-31.76476,158.0,979437.91
18.38518,-31.70987,162.0,979428.20
18.41020,-31.63478,21.0,979452.83
18.41412,-31.95750,132.0,979467.53
18.41624,-31.17612,343.0,979300.26
18.42003,-31.00786,312.1,979296.06
18.42099,-31.54758,25.9,979441.38
18.42380,-31.87769,151.0,979452.93
18.42787,-31.46626,85.0,979403.89
18.42914,-31.73787,249.8,979408.16
18.43217,-31.43001,115.8,979386.38
18.43544,-31.12012,289.2,979302.73
18.43564,-31.58649,109.0,979426.16
18.43607,-31.67915,91.0,979439.85
18.43748,-31.82027,157.0,979442.66
18.43874,-31.23434,254.8,979323.61
18.44650,-31.27815,212.4,979338.26
18.44818,-31.19524,342.0,979299.55
18.45866,-31.96049,162.0,979456.90
18.45943,-31.78052,267.4,979411.81
18.46074,-31.62593,46.0,979446.76
18.46434,-31.51231,128.0,979402.41
18.46474,-31.87766,144.5,979449.60
18.47240,-31.33881,171.9,979356.49
18.47952,-31.11882,269.7,979314.58
18.48160,-31.46561,176.8,979378.48
18.48286,-31.89661,181.0,979443.04
18.48550,-31.20731,349.9,979295.96
18.48836,-31.68919,40.2,979447.46
18.49934,-31.00288,327.0,979290.82
18.50848,-31.67645,38.0,979449.47
18.51028,-31.07632,250.7,979305.50
18.51180,-31.76221,54.9,979450.62
18.51537,-31.21855,319.0,979300.90
18.52538,-31.58771,98.0,979423.00
18.52588,-31.62666,126.0,979423.33
18.52638,-31.73471,45.4,979450.10
18.53210,-31.13221,235.6,979317.65
18.53561,-31.45525,137.0,979381.20
18.54617,-31.40871,207.3,979355.12
18.54764,-31.55370,68.9,979418.86
18.55185,-31.26454,229.5,979321.45
18.55598,-31.67834,42.1,979447.62
18.55869,-31.50507,55.5,979405.96
18.55910,-31.86766,203.0,979427.74
18.56094,-31.36658,158.8,979356.66
18.56134,-31.72333,69.0,979443.02
18.56400,-31.78368,67.0,979441.17
18.56479,-31.03835,334.4,979285.63
18.57050,-31.80467,305.8,979400.84
18.57655,-31.63010,119.0,979422.32
18.57919,-31.95657,267.0,979423.97
18.58134,-31.12151,273.0,979305.73
18.58653,-31.44157,93.0,979380.67
18.59039,-31.32339,214.3,979334.93
18.59467,-31.58270,144.0,979402.66
18.59631,-31.08313,299.9,979296.23
18.59732,-31.40878,117.0,979370.35
18.60527,-31.22144,197.0,979328.83
18.60710,-31.83530,95.4,979440.40
18.61549,-31.91167,322.0,979403.28
18.62122,-31.03801,341.1,979281.88
18.62505,-31.11998,288.0,979299.26
18.62694,-31.27489,199.0,979332.25
18.62750,-31.63313,96.6,979419.79
18.63400,-31.96651,263.0,979417.61
18.63443,-31.37312,167.0,979349.39
18.63780,-31.77925,81.0,979440.10
18.63831,-31.17841,235.0,979314.99
18.63882,-31.50214,72.8,979393.27
18.64030,-31.00294,369.0,979274.24
18.66637,-31.03262,356.0,979278.46
18.66753,-31.33582,145.4,979346.12
18.66800,-31.59560,129.8,979399.56
18.67380,-31.96819,327.0,979402.43
18.67490,-31.71402,179.0,979417.61
18.67828,-31.54877,164.0,979380.88
18.68179,-31.67677,101.5,979427.38
18.68300,-31.87741,39.9,979450.41
18.68510,-31.92786,68.0,979450.16
18.68591,-31.41772,186.2,979352.93
18.68800,-31.82332,529.0,979347.11
18.69508,-31.18217,226.5,979314.64
18.70412,-31.45349,169.0,979361.46
18.71413,-31.06654,299.9,979290.95
18.71500,-31.95441,71.0,979450.62
18.71622,-31.36378,141.5,979350.97
18.72231,-31.78156,632.0,979327.86
18.72354,-31.54002,161.5,979373.55
18.72740,-31.82417,537.0,979346.29
18.73035,-31.58983,121.3,979393.53
18.73131,-31.00323,384.1,979270.57
18.73241,-31.31944,148.7,979343.70
18.73447,-31.64052,153.9,979397.00
18.73647,-31.12608,235.0,979306.32
18.75519,-31.29375,167.0,979338.55
18.75681,-31.68883,149.7,979407.08
18.75978,-31.08687,253.6,979299.76
18.76308,-31.01663,334.1,979280.86
18.76411,-31.63678,161.0,979391.01
18.76421,-31.12511,223.4,979307.71
18.76480,-31.77702,592.0,979330.40
18.76649,-31.71046,163.4,979405.27
18.76804,-31.46193,151.5,979361.51
18.77040,-31.80933,402.0,979368.64
18.77361,-31.91763,347.0,979384.65
18.77647,-31.41556,147.5,979355.07
18.77780,-31.75697,337.0,979374.47
18.77960,-31.23166,199.0,979320.54
18.78030,-31.97227,299.0,979397.24
18.78108,-31.58324,153.0,979380.98
18.78690,-31.99565,62.7,979443.15
18.78754,-31.51424,177.0,979364.85
18.78908,-31.32756,202.1,979330.80
18.79642,-31.18677,200.9,979315.57
18.80730,-31.13286,227.0,979306.34
18.80882,-31.07924,237.1,979300.79
18.81467,-31.59286,171.3,979375.69
18.81804,-31.62921,130.8,979388.90
18.82420,-31.95908,310.0,979393.81
18.82759,-31.40590,130.0,979354.30
18.82787,-31.01886,299.3,979288.08
18.82825,-31.53915,170.0,979365.48
18.83540,-31.92213,455.0,979361.54
18.83768,-31.45544,144.0,979357.61
18.85577,-31.50072,179.2,979356.24
18.85643,-31.07446,247.2,979299.67
18.86209,-31.14156,244.8,979301.57
18.87219,-31.81015,277.0,979386.85
18.87840,-31.90248,215.0,979403.84
18.87979,-31.68790,157.0,979389.74
18.88425,-31.01653,297.0,979287.76
18.88873,-31.54651,183.0,979360.47
18.89594,-31.22723,219.0,979310.09
18.90471,-31.38823,168.2,979336.81
18.90688,-31.04684,268.0,979293.02
18.91119,-31.19183,247.0,979302.79
18.91132,-31.50687,262.0,979336.94
18.91869,-31.26025,219.0,979309.93
18.91898,-31.71426,176.5,979387.80
18.92044,-31.63033,201.8,979366.19
18.92377,-31.56802,210.0,979355.19
18.92522,-31.14134,294.0,979291.28
18.94273,-31.68871,200.0,979374.58
18.94357,-31.27023,310.0,979283.03
18.94478,-31.36404,217.0,979319.28
18.94698,-31.32591,226.0,979312.85
18.94710,-31.94521,179.0,979412.33
18.95290,-31.75742,217.9,979379.93
18.97424,-31.71992,217.0,979370.14
18.97855,-31.09502,330.0,979280.12
18.98035,-31.43932,199.0,979329.77
18.98610,-31.82027,431.0,979350.44
18.99159,-31.28781,325.0,979278.37
19.00690,-31.97711,179.0,979411.60
19.00990,-31.04919,313.0,979283.09
19.01230,-31.23959,799.0,979192.26
19.01770,-31.12463,312.0,979282.12
19.02600,-31.32684,805.0,979195.46
19.03059,-31.52721,1013.0,979178.51
19.03149,-31.19424,797.0,979189.01
19.04961,-31.96123,291.0,979388.13
19.05850,-31.27281,776.0,979198.24
19.09599,-31.85098,505.0,979329.00
19.10928,-31.37067,717.1,979215.71
19.11250,-31.79074,555.0,979307.22
19.11310,-31.67619,885.0,979224.18
19.12010,-31.18846,354.0,979274.68
19.12460,-31.41803,730.0,979217.43
19.12550,-31.07613,576.0,979233.10
19.13290,-31.56316,674.0,979249.55
19.13319,-31.86792,411.0,979347.12
19.13710,-31.73192,759.5,979257.11
19.16350,-31.77837,628.0,979288.89
19.16530,-31.20129,381.0,979271.09
19.17430,-31.62209,755.0,979239.12
19.17557,-31.48228,709.7,979226.72
19.18250,-31.16359,372.8,979271.72
19.18800,-31.12685,396.9,979266.20
19.19991,-31.06035,564.0,979229.54
19.20279,-31.55608,710.6,979235.01
19.20450,-31.91324,295.0,979368.87
19.20470,-31.74152,689.0,979271.44
19.20551,-31.81129,535.0,979302.37
19.22079,-31.68526,696.0,979257.96
19.22398,-31.18584,403.5,979267.39
19.23045,-31.98978,177.5,979397.31
19.23730,-31.45250,707.0,979222.78
19.24095,-31.62227,664.8,979251.73
19.26660,-31.30580,626.0,979229.04
19.26680,-31.54655,799.0,979215.85
19.26698,-31.12880,505.4,979244.56
19.27040,-31.22794,416.0,979266.19
19.27940,-31.00462,642.0,979213.03
19.27943,-31.79016,723.7,979262.27
19.29599,-31.06171,654.7,979212.29
19.30881,-31.34242,626.0,979231.24
19.31239,-31.40721,695.0,979222.29
19.31387,-31.65472,730.3,979240.98
19.31921,-31.73534,690.1,979260.00
19.31931,-31.88457,714.0,979273.24
19.31990,-31.93942,730.0,979275.58
19.32069,-31.16440,477.9,979250.96
19.34496,-31.00507,759.7,979190.04
19.34920,-31.37144,619.8,979233.99
19.35155,-31.44443,705.1,979221.03
19.35599,-31.58217,787.0,979219.02
19.35757,-31.77582,608.3,979279.21
19.35831,-31.06682,761.7,979192.22
19.36829,-31.31102,571.0,979237.02
19.38361,-31.22571,513.9,979244.13
19.40601,-31.15443,735.5,979198.68
19.40950,-31.12354,655.3,979214.32
19.40987,-31.83069,517.5,979301.38
19.42059,-31.05057,758.6,979191.62
19.43306,-31.49078,779.8,979210.14
19.43590,-31.75465,521.0,979293.19
19.45110,-31.62225,659.0,979250.08
19.45181,-31.15504,760.6,979193.99
19.45210,-31.22433,541.0,979238.75
19.46280,-31.35358,755.0,979203.85
19.46831,-31.30611,643.0,979223.00
19.47279,-31.86751,488.8,979308.72
19.48575,-31.00139,866.1,979163.66
19.49730,-31.95537,387.0,979337.30
19.50259,-31.12949,804.0,979184.99
19.50346,-31.42728,889.1,979186.39
19.51041,-31.58092,947.0,979189.94
19.51270,-31.30396,722.1,979210.59
19.51280,-31.78622,492.9,979300.69
19.51610,-31.08792,907.1,979163.19
19.52493,-31.25140,628.9,979223.74
19.53062,-31.36482,826.5,979193.42
19.53542,-31.04234,809.7,979179.79
19.53580,-31.50658,880.9,979198.86
19.54401,-31.68552,698.0,979249.52
19.57179,-31.12914,947.0,979155.71
19.57310,-31.59415,1082.0,979165.86
19.57350,-31.77251,596.2,979278.89
19.57420,-31.85684,446.8,979316.76
19.57593,-31.29523,801.4,979194.57
19.57610,-31.95705,395.9,979335.48
19.57834,-31.52853,859.1,979203.74
19.58298,-31.20937,605.8,979229.38
19.58910,-31.45892,908.3,979187.04
19.60127,-31.09161,838.2,979176.79
19.61971,-31.04030,826.9,979176.79
19.62015,-31.86455,438.2,979317.61
19.62123,-31.43684,1001.9,979168.72
19.62669,-31.92448,492.9,979313.05
19.63260,-31.36359,879.3,979188.43
19.63429,-31.22778,716.6,979211.30
19.63550,-31.56963,900.6,979200.84
19.64204,-31.98482,386.6,979337.53
19.64920,-31.62547,1113.1,979169.05
19.65239,-31.99651,368.9,979341.60
19.65720,-31.11368,734.7,979199.08
19.66193,-31.80238,498.5,979298.55
19.66830,-31.31029,915.6,979178.05
19.67729,-31.18130,667.3,979217.12
19.68494,-31.36406,929.1,979177.89
19.68866,-31.51733,949.5,979189.88
19.69740,-31.07576,836.4,979176.27
19.69740,-31.46912,975.3,979178.81
19.70100,-31.40987,1073.8,979151.63
19.71159,-31.89664,602.9,979288.66
19.71368,-31.82990,543.1,979292.88
19.71471,-31.23193,712.9,979210.19
19.72093,-31.76585,560.8,979284.12
19.72530,-31.12721,952.5,979158.12
19.72920,-31.55257,1054.0,979173.28
19.73309,-31.26965,824.8,979193.64
19.73454,-31.72742,680.7,979259.68
19.74260,-31.96321,438.9,979326.56
19.75360,-31.04163,949.8,979148.06
19.75481,-31.87650,561.6,979297.04
19.75710,-31.29880,940.3,979171.98
19.76460,-31.17793,791.9,979195.58
19.77020,-31.51041,1032.0,979171.99
19.77209,-31.22893,908.0,979177.23
19.77361,-31.44978,1049.4,979161.25
19.77460,-31.57726,1038.8,979180.48
19.77470,-31.81110,622.3,979278.07
19.77789,-31.08983,911.3,979160.11
19.78580,-31.63811,1100.9,979174.56
19.81281,-31.13168,884.2,979170.91
19.81474,-31.92534,529.0,979307.54
19.81670,-31.22868,914.1,979173.93
19.82710,-31.26810,956.8,979167.22
19.83769,-31.20030,864.0,979183.06
19.84261,-31.80981,1285.9,979150.18
19.84828,-31.47575,994.2,979175.67
19.85072,-31.98874,529.1,979311.84
19.85123,-31.58969,1101.4,979169.27
19.85361,-31.38623,1140.9,979137.98
19.85530,-31.73027,1207.0,979163.26
19.85580,-31.07787,937.2,979152.59
19.87241,-31.31972,1138.1,979135.42
19.87360,-31.50677,1002.5,979177.89
19.88341,-31.27138,1027.8,979152.51
19.88440,-31.76704,1185.0,979171.89
19.88948,-31.10246,1008.0,979143.39
19.89639,-31.64040,1191.5,979157.94
19.92097,-31.15218,962.8,979157.33
19.92731,-31.68611,1188.1,979164.62
19.92821,-31.41023,1116.8,979148.37
19.93230,-31.32216,1113.1,979140.62
19.93291,-31.08783,1044.8,979135.69
19.93750,-31.04640,1035.7,979131.98
19.94446,-31.27950,1048.2,979151.17
19.94728,-31.21111,1003.2,979155.38
19.95358,-31.47533,1103.8,979155.21
19.95959,-31.74907,1178.9,979172.74
19.97531,-31.59764,1073.9,979178.50
19.98000,-31.54961,1079.9,979169.91
19.98309,-31.13306,1078.7,979135.32
19.99170,-31.22920,1036.3,979150.60
19.99686,-31.93542,1394.5,979142.56
20.01137,-31.59319,1119.4,979166.94
20.01877,-31.68871,1174.7,979168.65
20.01881,-31.84111,1357.8,979144.35
20.01944,-31.38115,1069.6,979155.03
20.02029,-31.47336,1090.8,979156.45
20.02054,-31.51967,1082.8,979165.53
20.03682,-31.97290,1280.9,979168.34
20.04294,-31.88631,1429.7,979134.04
20.04510,-31.18443,1079.9,979138.38
20.06174,-31.74234,1243.6,979160.12
20.08351,-31.51248,1080.5,979165.10
20.08522,-31.46274,1082.3,979158.71
20.08752,-31.80182,1267.1,979159.81
20.09508,-31.13936,1082.9,979134.22
20.10609,-31.61545,1241.3,979147.68
20.11230,-31.33308,1040.1,979157.80
20.12012,-31.97321,1196.3,979185.65
